item,cluster
Appingedam,0
Bedum,0
Ten Boer,0
Delfzijl,0
Groningen,0
Grootegast,0
Stein,1
Vaals,1
Venlo,1
Haren,0
Leek,0
Loppersum,0
Marum,0
Almere,2
Voerendaal,1
Stadskanaal,0
Veendam,0
Zeewolde,2
Winsum,0
Zuidhorn,0
Dongeradeel,0
Achtkarspelen,0
Ameland,0
Valkenburg aan de Geul,1
Arnhem,3
Harlingen,0
Heerenveen,0
Kollumerland en Nieuwkruisland,0
Leeuwarden,0
Ooststellingwerf,0
Opsterland,0
Schiermonnikoog,0
Smallingerland,0
Terschelling,0
Vlieland,4
Weststellingwerf,0
Assen,0
Coevorden,0
Emmen,0
Hoogeveen,0
Meppel,0
Almelo,0
Borne,0
Dalfsen,0
Deventer,0
Cromstrijen,2
Enschede,0
Barneveld,2
Haaksbergen,0
Hardenberg,0
Hellendoorn,0
Heemstede,2
Diemen,2
Hengelo,0
Harderwijk,2
Kampen,0
Losser,0
Noordoostpolder,0
Haarlemmerliede en Spaarnwoude,2
Oldenzaal,0
Ommen,0
Raalte,0
Staphorst,0
Tubbergen,0
Urk,0
Weert,1
Wierden,0
Zwolle,0
Aalten,0
Apeldoorn,0
Beuningen,3
Brummen,0
Buren,2
Culemborg,2
Doesburg,3
Doetinchem,0
Druten,5
Lelystad,2
Horst aan de Maas,1
Oude IJsselstreek,0
Utrechtse Heuvelrug,2
Oost Gelre,0
Koggenland,2
Hattem,0
Duiven,3
Ede,2
Elburg,0
Rozendaal,3
Epe,0
Ermelo,2
Geldermalsen,5
Westervoort,3
Heerde,0
Heumen,3
Lochem,0
Zutphen,0
Maasdriel,5
Nijkerk,2
Nijmegen,3
Oldebroek,0
Putten,2
Renkum,3
Rheden,3
Bunschoten,2
Scherpenzeel,2
Tiel,5
Voorst,0
Wageningen,2
Winterswijk,0
Wijchen,3
Zaltbommel,5
Zevenaar,3
Nunspeet,0
Dronten,0
Neerijnen,5
Amersfoort,2
Baarn,2
De Bilt,2
Bunnik,2
Eemnes,2
Houten,2
Leusden,2
Lopik,2
Montfoort,2
Renswoude,2
Steenwijkerland,0
Rhenen,2
Soest,2
Utrecht,2
Veenendaal,2
Woudenberg,2
Cranendonck,6
Moerdijk,7
Echt-Susteren,1
Sluis,7
Drimmelen,7
Wijk bij Duurstede,2
IJsselstein,2
Zeist,2
Nieuwegein,2
Aalsmeer,2
Alkmaar,2
Blaricum,2
Amstelveen,2
Amsterdam,2
Beemster,2
Bergen (NH.),2
Beverwijk,2
Bladel,6
Gulpen-Wittem,1
Tynaarlo,0
Eijsden-Margraten,1
Stichtse Vecht,2
Midden-Drenthe,0
Overbetuwe,3
Hof van Twente,0
Neder-Betuwe,5
Geldrop-Mierlo,6
Olst-Wijhe,0
Dinkelland,0
Bloemendaal,2
Goeree-Overflakkee,2
Castricum,2
Edam-Volendam,2
Enkhuizen,2
Haarlem,2
Haarlemmermeer,2
Heemskerk,2
Heerhugowaard,2
Hoorn,2
Heiloo,2
Den Helder,2
Hilversum,2
Papendrecht,2
Huizen,2
Landsmeer,2
Langedijk,2
Laren,2
Purmerend,2
Medemblik,2
Oostzaan,2
Opmeer,2
Ouder-Amstel,2
Schagen,2
Texel,2
Uitgeest,2
Uithoorn,2
Velsen,2
Krimpenerwaard,2
De Fryske Marren,0
Midden-Groningen,0
Weesp,2
Zandvoort,2
Barendrecht,2
Zaanstad,2
Alblasserdam,2
Nissewaard,2
Montferland,0
Drechterland,2
Alphen aan den Rijn,2
Brielle,2
Capelle aan den IJssel,2
Delft,2
Dordrecht,2
Gorinchem,2
Gouda,2
's-Gravenhage,2
Hardinxveld-Giessendam,2
Hillegom,2
Hellevoetsluis,2
Hendrik-Ido-Ambacht,2
Stede Broec,2
Katwijk,2
Krimpen aan den IJssel,2
Leerdam,2
Leiden,2
Leiderdorp,2
Lisse,2
Maassluis,2
Nieuwkoop,2
Noordwijk,2
Noordwijkerhout,2
Oegstgeest,2
Oud-Beijerland,2
Binnenmaas,2
Korendijk,2
Oudewater,2
Rijswijk,2
Ridderkerk,2
Rotterdam,2
Schiedam,2
Sliedrecht,2
Albrandswaard,2
Westvoorne,2
Strijen,2
Zwijndrecht,2
Vianen,2
Vlaardingen,2
Voorschoten,2
Waddinxveen,2
Wassenaar,2
Woerden,2
Zoetermeer,2
Zoeterwoude,2
Borsele,7
Goes,7
Kapelle,7
West Maas en Waal,5
Hulst,7
Reimerswaal,7
Tholen,7
Middelburg,7
Giessenlanden,2
Zederik,2
Terneuzen,7
Pekela,0
Reusel-De Mierden,6
Roerdalen,1
Roosendaal,7
Veere,7
Vlissingen,7
Maasgouw,1
Eemsmond,0
Gemert-Bakel,8
Halderberge,7
Lingewaal,2
De Ronde Venen,2
Tytsjerksteradiel,0
Aalburg,5
Asten,8
Baarle-Nassau,7
Bergen op Zoom,7
Best,6
Boekel,9
Boxmeer,10
Boxtel,11
Breda,7
Deurne,8
Dongen,7
Eersel,6
Eindhoven,6
Etten-Leur,7
Schouwen-Duiveland,7
Aa en Hunze,0
Geertruidenberg,7
Gilze en Rijen,7
Goirle,7
Grave,12
Haaren,11
Helmond,8
's-Hertogenbosch,11
Heusden,11
Hilvarenbeek,7
Loon op Zand,7
Sint-Michielsgestel,11
Mill en Sint Hubert,13
"Nuenen, Gerwen en Nederwetten",6
Oirschot,6
Oisterwijk,7
Oosterhout,7
Oss,14
Rucphen,7
Someren,8
Son en Breugel,6
Nederweert,1
Borger-Odoorn,0
Steenbergen,7
Waterland,2
Tilburg,7
Uden,15
Valkenswaard,6
Cuijk,10
Veldhoven,6
Vught,11
Landerd,16
De Wolden,0
Lansingerland,2
Leudal,1
Noord-Beveland,7
Wijdemeren,2
Noordenveld,0
Twenterand,0
Westerveld,0
Waalre,6
Sint Anthonis,10
Waalwijk,7
Werkendam,2
Woensdrecht,7
Woudrichem,2
Zundert,7
Onderbanken,1
Wormerland,2
Brunssum,1
Landgraaf,1
Beek,1
Mook en Middelaar,10
Beesel,1
Bergen (L.),10
Gennep,10
Heerlen,1
Kerkrade,1
Maastricht,1
Meerssen,1
Nuth,1
Roermond,1
Schinnen,1
Simpelveld,1
Venray,10
Teylingen,2
Heeze-Leende,6
Laarbeek,8
De Marne,0
Lingewaard,3
Bernheze,17
Ferwerderadiel,0
Alphen-Chaam,7
Bergeijk,6
Rijssen-Holten,0
Westland,2
Midden-Delfland,2
Berkelland,0
Bronckhorst,0
Sittard-Geleen,1
Kaag en Braassem,2
Dantumadiel,0
Zuidplas,2
Peel en Maas,1
Oldambt,0
Zwartewaterland,0
Súdwest-Fryslân,0
Bodegraven-Reeuwijk,2
Hollands Kroon,2
Leidschendam-Voorburg,2
Pijnacker-Nootdorp,2
Molenwaard,2
Gooise Meren,2
Berg en Dal,3
Meierijstad,18
Waadhoeke,0
Westerwolde,0
