item,cluster
Appingedam,0
Bedum,0
Ten Boer,0
Delfzijl,0
Groningen,0
Grootegast,0
Stein,1
Vaals,1
Venlo,2
Haren,0
Leek,0
Loppersum,0
Marum,0
Almere,3
Voerendaal,1
Stadskanaal,0
Veendam,0
Zeewolde,3
Winsum,0
Zuidhorn,0
Dongeradeel,0
Achtkarspelen,0
Ameland,0
Valkenburg aan de Geul,1
Arnhem,4
Harlingen,0
Heerenveen,0
Kollumerland en Nieuwkruisland,0
Leeuwarden,0
Ooststellingwerf,0
Opsterland,0
Schiermonnikoog,0
Smallingerland,0
Terschelling,0
Vlieland,5
Weststellingwerf,0
Assen,0
Coevorden,0
Emmen,0
Hoogeveen,0
Meppel,0
Almelo,0
Borne,0
Dalfsen,0
Deventer,0
Cromstrijen,6
Enschede,0
Barneveld,3
Haaksbergen,0
Hardenberg,0
Hellendoorn,0
Heemstede,3
Diemen,3
Hengelo,0
Harderwijk,3
Kampen,0
Losser,0
Noordoostpolder,0
Haarlemmerliede en Spaarnwoude,3
Oldenzaal,0
Ommen,0
Raalte,0
Staphorst,0
Tubbergen,0
Urk,0
Weert,1
Wierden,0
Zwolle,0
Aalten,0
Apeldoorn,0
Beuningen,7
Brummen,0
Buren,8
Culemborg,3
Doesburg,4
Doetinchem,0
Druten,8
Lelystad,3
Horst aan de Maas,2
Oude IJsselstreek,0
Utrechtse Heuvelrug,3
Oost Gelre,0
Koggenland,3
Hattem,0
Duiven,4
Ede,4
Elburg,0
Rozendaal,4
Epe,0
Ermelo,3
Geldermalsen,8
Westervoort,4
Heerde,0
Heumen,7
Lochem,0
Zutphen,0
Maasdriel,8
Nijkerk,3
Nijmegen,7
Oldebroek,0
Putten,3
Renkum,4
Rheden,4
Bunschoten,3
Scherpenzeel,3
Tiel,8
Voorst,0
Wageningen,4
Winterswijk,0
Wijchen,9
Zaltbommel,8
Zevenaar,4
Nunspeet,0
Dronten,0
Neerijnen,8
Amersfoort,3
Baarn,3
De Bilt,3
Bunnik,3
Eemnes,3
Houten,3
Leusden,3
Lopik,3
Montfoort,3
Renswoude,4
Steenwijkerland,0
Rhenen,4
Soest,3
Utrecht,3
Veenendaal,4
Woudenberg,3
Cranendonck,1
Moerdijk,6
Echt-Susteren,1
Sluis,6
Drimmelen,6
Wijk bij Duurstede,3
IJsselstein,3
Zeist,3
Nieuwegein,3
Aalsmeer,3
Alkmaar,3
Blaricum,3
Amstelveen,3
Amsterdam,3
Beemster,3
Bergen (NH.),3
Beverwijk,3
Bladel,10
Gulpen-Wittem,1
Tynaarlo,0
Eijsden-Margraten,1
Stichtse Vecht,3
Midden-Drenthe,0
Overbetuwe,4
Hof van Twente,0
Neder-Betuwe,8
Geldrop-Mierlo,11
Olst-Wijhe,0
Dinkelland,0
Bloemendaal,3
Goeree-Overflakkee,6
Castricum,3
Edam-Volendam,3
Enkhuizen,3
Haarlem,3
Haarlemmermeer,3
Heemskerk,3
Heerhugowaard,3
Hoorn,3
Heiloo,3
Den Helder,3
Hilversum,3
Papendrecht,6
Huizen,3
Landsmeer,3
Langedijk,3
Laren,3
Purmerend,3
Medemblik,3
Oostzaan,3
Opmeer,3
Ouder-Amstel,3
Schagen,3
Texel,3
Uitgeest,3
Uithoorn,3
Velsen,3
Krimpenerwaard,6
De Fryske Marren,0
Midden-Groningen,0
Weesp,3
Zandvoort,3
Barendrecht,6
Zaanstad,3
Alblasserdam,6
Nissewaard,6
Montferland,0
Drechterland,3
Alphen aan den Rijn,3
Brielle,6
Capelle aan den IJssel,6
Delft,6
Dordrecht,6
Gorinchem,6
Gouda,6
's-Gravenhage,6
Hardinxveld-Giessendam,6
Hillegom,3
Hellevoetsluis,6
Hendrik-Ido-Ambacht,6
Stede Broec,3
Katwijk,3
Krimpen aan den IJssel,6
Leerdam,6
Leiden,3
Leiderdorp,3
Lisse,3
Maassluis,6
Nieuwkoop,3
Noordwijk,3
Noordwijkerhout,3
Oegstgeest,3
Oud-Beijerland,6
Binnenmaas,6
Korendijk,6
Oudewater,3
Rijswijk,6
Ridderkerk,6
Rotterdam,6
Schiedam,6
Sliedrecht,6
Albrandswaard,6
Westvoorne,6
Strijen,6
Zwijndrecht,6
Vianen,3
Vlaardingen,6
Voorschoten,3
Waddinxveen,6
Wassenaar,6
Woerden,3
Zoetermeer,6
Zoeterwoude,3
Borsele,6
Goes,6
Kapelle,6
West Maas en Waal,8
Hulst,6
Reimerswaal,6
Tholen,6
Middelburg,6
Giessenlanden,6
Zederik,6
Terneuzen,6
Pekela,0
Reusel-De Mierden,10
Roerdalen,1
Roosendaal,6
Veere,6
Vlissingen,6
Maasgouw,1
Eemsmond,0
Gemert-Bakel,12
Halderberge,6
Lingewaal,6
De Ronde Venen,3
Tytsjerksteradiel,0
Aalburg,8
Asten,11
Baarle-Nassau,6
Bergen op Zoom,6
Best,13
Boekel,14
Boxmeer,15
Boxtel,16
Breda,6
Deurne,11
Dongen,6
Eersel,10
Eindhoven,10
Etten-Leur,6
Schouwen-Duiveland,6
Aa en Hunze,0
Geertruidenberg,6
Gilze en Rijen,6
Goirle,17
Grave,9
Haaren,17
Helmond,11
's-Hertogenbosch,18
Heusden,17
Hilvarenbeek,17
Loon op Zand,17
Sint-Michielsgestel,19
Mill en Sint Hubert,20
"Nuenen, Gerwen en Nederwetten",11
Oirschot,13
Oisterwijk,17
Oosterhout,6
Oss,21
Rucphen,6
Someren,11
Son en Breugel,22
Nederweert,1
Borger-Odoorn,0
Steenbergen,6
Waterland,3
Tilburg,17
Uden,23
Valkenswaard,10
Cuijk,24
Veldhoven,10
Vught,18
Landerd,25
De Wolden,0
Lansingerland,6
Leudal,1
Noord-Beveland,6
Wijdemeren,3
Noordenveld,0
Twenterand,0
Westerveld,0
Waalre,10
Sint Anthonis,15
Waalwijk,17
Werkendam,6
Woensdrecht,6
Woudrichem,6
Zundert,6
Onderbanken,1
Wormerland,3
Brunssum,1
Landgraaf,1
Beek,1
Mook en Middelaar,24
Beesel,2
Bergen (L.),15
Gennep,15
Heerlen,1
Kerkrade,1
Maastricht,1
Meerssen,1
Nuth,1
Roermond,1
Schinnen,1
Simpelveld,1
Venray,2
Teylingen,3
Heeze-Leende,11
Laarbeek,12
De Marne,0
Lingewaard,4
Bernheze,26
Ferwerderadiel,0
Alphen-Chaam,6
Bergeijk,10
Rijssen-Holten,0
Westland,6
Midden-Delfland,6
Berkelland,0
Bronckhorst,0
Sittard-Geleen,1
Kaag en Braassem,3
Dantumadiel,0
Zuidplas,6
Peel en Maas,2
Oldambt,0
Zwartewaterland,0
Súdwest-Fryslân,0
Bodegraven-Reeuwijk,3
Hollands Kroon,3
Leidschendam-Voorburg,6
Pijnacker-Nootdorp,6
Molenwaard,6
Gooise Meren,3
Berg en Dal,7
Meierijstad,27
Waadhoeke,0
Westerwolde,0
