item,cluster
Appingedam,0
Bedum,0
Ten Boer,0
Delfzijl,0
Groningen,0
Grootegast,0
Stein,1
Vaals,1
Venlo,2
Haren,0
Leek,0
Loppersum,0
Marum,0
Almere,1
Voerendaal,1
Stadskanaal,2
Veendam,2
Zeewolde,0
Winsum,0
Zuidhorn,0
Dongeradeel,1
Achtkarspelen,1
Ameland,1
Valkenburg aan de Geul,2
Arnhem,1
Harlingen,1
Heerenveen,2
Kollumerland en Nieuwkruisland,1
Leeuwarden,1
Ooststellingwerf,2
Opsterland,2
Schiermonnikoog,1
Smallingerland,2
Terschelling,1
Vlieland,1
Weststellingwerf,2
Assen,2
Coevorden,2
Emmen,2
Hoogeveen,2
Meppel,2
Almelo,1
Borne,0
Dalfsen,1
Deventer,0
Cromstrijen,1
Enschede,0
Barneveld,0
Haaksbergen,0
Hardenberg,1
Hellendoorn,1
Heemstede,1
Diemen,1
Hengelo,0
Harderwijk,0
Kampen,1
Losser,0
Noordoostpolder,1
Haarlemmerliede en Spaarnwoude,1
Oldenzaal,0
Ommen,1
Raalte,0
Staphorst,2
Tubbergen,1
Urk,1
Weert,2
Wierden,1
Zwolle,1
Aalten,0
Apeldoorn,0
Beuningen,1
Brummen,0
Buren,0
Culemborg,0
Doesburg,1
Doetinchem,0
Druten,0
Lelystad,1
Horst aan de Maas,2
Oude IJsselstreek,0
Utrechtse Heuvelrug,1
Oost Gelre,0
Koggenland,0
Hattem,1
Duiven,1
Ede,0
Elburg,1
Rozendaal,1
Epe,0
Ermelo,0
Geldermalsen,0
Westervoort,1
Heerde,1
Heumen,1
Lochem,0
Zutphen,0
Maasdriel,3
Nijkerk,0
Nijmegen,1
Oldebroek,1
Putten,0
Renkum,1
Rheden,1
Bunschoten,0
Scherpenzeel,0
Tiel,0
Voorst,0
Wageningen,0
Winterswijk,0
Wijchen,1
Zaltbommel,3
Zevenaar,1
Nunspeet,0
Dronten,1
Neerijnen,0
Amersfoort,0
Baarn,0
De Bilt,1
Bunnik,1
Eemnes,1
Houten,2
Leusden,0
Lopik,2
Montfoort,2
Renswoude,0
Steenwijkerland,2
Rhenen,0
Soest,0
Utrecht,2
Veenendaal,0
Woudenberg,1
Cranendonck,2
Moerdijk,2
Echt-Susteren,2
Sluis,0
Drimmelen,2
Wijk bij Duurstede,1
IJsselstein,2
Zeist,1
Nieuwegein,2
Aalsmeer,2
Alkmaar,2
Blaricum,1
Amstelveen,2
Amsterdam,1
Beemster,1
Bergen (NH.),2
Beverwijk,2
Bladel,2
Gulpen-Wittem,1
Tynaarlo,0
Eijsden-Margraten,2
Stichtse Vecht,2
Midden-Drenthe,2
Overbetuwe,1
Hof van Twente,0
Neder-Betuwe,0
Geldrop-Mierlo,1
Olst-Wijhe,0
Dinkelland,0
Bloemendaal,1
Goeree-Overflakkee,0
Castricum,2
Edam-Volendam,1
Enkhuizen,0
Haarlem,1
Haarlemmermeer,0
Heemskerk,2
Heerhugowaard,2
Hoorn,0
Heiloo,2
Den Helder,1
Hilversum,1
Papendrecht,2
Huizen,1
Landsmeer,1
Langedijk,2
Laren,1
Purmerend,1
Medemblik,0
Oostzaan,1
Opmeer,0
Ouder-Amstel,2
Schagen,1
Texel,1
Uitgeest,2
Uithoorn,2
Velsen,1
Krimpenerwaard,0
De Fryske Marren,2
Midden-Groningen,0
Weesp,1
Zandvoort,1
Barendrecht,0
Zaanstad,1
Alblasserdam,2
Nissewaard,0
Montferland,0
Drechterland,0
Alphen aan den Rijn,2
Brielle,0
Capelle aan den IJssel,0
Delft,2
Dordrecht,2
Gorinchem,1
Gouda,0
's-Gravenhage,2
Hardinxveld-Giessendam,1
Hillegom,0
Hellevoetsluis,0
Hendrik-Ido-Ambacht,0
Stede Broec,0
Katwijk,1
Krimpen aan den IJssel,0
Leerdam,1
Leiden,1
Leiderdorp,1
Lisse,0
Maassluis,2
Nieuwkoop,2
Noordwijk,1
Noordwijkerhout,1
Oegstgeest,1
Oud-Beijerland,1
Binnenmaas,1
Korendijk,1
Oudewater,2
Rijswijk,2
Ridderkerk,0
Rotterdam,0
Schiedam,0
Sliedrecht,2
Albrandswaard,0
Westvoorne,0
Strijen,1
Zwijndrecht,0
Vianen,2
Vlaardingen,0
Voorschoten,1
Waddinxveen,0
Wassenaar,2
Woerden,2
Zoetermeer,2
Zoeterwoude,1
Borsele,0
Goes,0
Kapelle,0
West Maas en Waal,0
Hulst,0
Reimerswaal,0
Tholen,2
Middelburg,0
Giessenlanden,1
Zederik,1
Terneuzen,0
Pekela,2
Reusel-De Mierden,2
Roerdalen,2
Roosendaal,2
Veere,0
Vlissingen,0
Maasgouw,2
Eemsmond,0
Gemert-Bakel,1
Halderberge,2
Lingewaal,1
De Ronde Venen,2
Tytsjerksteradiel,1
Aalburg,3
Asten,1
Baarle-Nassau,2
Bergen op Zoom,2
Best,1
Boekel,3
Boxmeer,2
Boxtel,3
Breda,2
Deurne,1
Dongen,2
Eersel,2
Eindhoven,1
Etten-Leur,2
Schouwen-Duiveland,0
Aa en Hunze,2
Geertruidenberg,2
Gilze en Rijen,2
Goirle,2
Grave,1
Haaren,3
Helmond,1
's-Hertogenbosch,3
Heusden,3
Hilvarenbeek,2
Loon op Zand,3
Sint-Michielsgestel,3
Mill en Sint Hubert,2
"Nuenen, Gerwen en Nederwetten",1
Oirschot,2
Oisterwijk,2
Oosterhout,2
Oss,3
Rucphen,2
Someren,1
Son en Breugel,1
Nederweert,2
Borger-Odoorn,2
Steenbergen,2
Waterland,1
Tilburg,2
Uden,3
Valkenswaard,1
Cuijk,2
Veldhoven,1
Vught,3
Landerd,3
De Wolden,2
Lansingerland,0
Leudal,2
Noord-Beveland,0
Wijdemeren,1
Noordenveld,0
Twenterand,1
Westerveld,2
Waalre,1
Sint Anthonis,2
Waalwijk,3
Werkendam,1
Woensdrecht,2
Woudrichem,1
Zundert,2
Onderbanken,1
Wormerland,1
Brunssum,1
Landgraaf,1
Beek,1
Mook en Middelaar,2
Beesel,2
Bergen (L.),2
Gennep,2
Heerlen,1
Kerkrade,1
Maastricht,2
Meerssen,2
Nuth,1
Roermond,2
Schinnen,1
Simpelveld,1
Venray,2
Teylingen,1
Heeze-Leende,1
Laarbeek,1
De Marne,0
Lingewaard,1
Bernheze,3
Ferwerderadiel,1
Alphen-Chaam,2
Bergeijk,2
Rijssen-Holten,1
Westland,2
Midden-Delfland,2
Berkelland,0
Bronckhorst,0
Sittard-Geleen,1
Kaag en Braassem,2
Dantumadiel,1
Zuidplas,0
Peel en Maas,2
Oldambt,2
Zwartewaterland,1
Súdwest-Fryslân,1
Bodegraven-Reeuwijk,0
Hollands Kroon,1
Leidschendam-Voorburg,2
Pijnacker-Nootdorp,2
Molenwaard,2
Gooise Meren,1
Berg en Dal,1
Meierijstad,3
Waadhoeke,1
Westerwolde,2
