item,cluster
Appingedam,0
Bedum,0
Ten Boer,0
Delfzijl,0
Groningen,0
Grootegast,0
Stein,1
Vaals,1
Venlo,2
Haren,0
Leek,0
Loppersum,0
Marum,0
Almere,3
Voerendaal,1
Stadskanaal,4
Veendam,4
Zeewolde,0
Winsum,0
Zuidhorn,0
Dongeradeel,3
Achtkarspelen,3
Ameland,3
Valkenburg aan de Geul,2
Arnhem,5
Harlingen,3
Heerenveen,4
Kollumerland en Nieuwkruisland,3
Leeuwarden,3
Ooststellingwerf,4
Opsterland,4
Schiermonnikoog,3
Smallingerland,4
Terschelling,3
Vlieland,3
Weststellingwerf,4
Assen,4
Coevorden,4
Emmen,4
Hoogeveen,4
Meppel,4
Almelo,4
Borne,0
Dalfsen,4
Deventer,0
Cromstrijen,6
Enschede,0
Barneveld,0
Haaksbergen,0
Hardenberg,4
Hellendoorn,4
Heemstede,3
Diemen,3
Hengelo,0
Harderwijk,0
Kampen,3
Losser,0
Noordoostpolder,3
Haarlemmerliede en Spaarnwoude,3
Oldenzaal,0
Ommen,4
Raalte,0
Staphorst,4
Tubbergen,4
Urk,3
Weert,2
Wierden,4
Zwolle,3
Aalten,0
Apeldoorn,0
Beuningen,5
Brummen,0
Buren,6
Culemborg,6
Doesburg,5
Doetinchem,0
Druten,6
Lelystad,3
Horst aan de Maas,2
Oude IJsselstreek,0
Utrechtse Heuvelrug,0
Oost Gelre,0
Koggenland,0
Hattem,3
Duiven,5
Ede,0
Elburg,3
Rozendaal,5
Epe,0
Ermelo,0
Geldermalsen,6
Westervoort,5
Heerde,3
Heumen,5
Lochem,0
Zutphen,0
Maasdriel,7
Nijkerk,0
Nijmegen,5
Oldebroek,3
Putten,0
Renkum,5
Rheden,5
Bunschoten,0
Scherpenzeel,0
Tiel,6
Voorst,0
Wageningen,0
Winterswijk,0
Wijchen,5
Zaltbommel,7
Zevenaar,5
Nunspeet,0
Dronten,3
Neerijnen,6
Amersfoort,0
Baarn,0
De Bilt,0
Bunnik,0
Eemnes,3
Houten,3
Leusden,0
Lopik,3
Montfoort,3
Renswoude,0
Steenwijkerland,4
Rhenen,6
Soest,0
Utrecht,3
Veenendaal,0
Woudenberg,0
Cranendonck,2
Moerdijk,1
Echt-Susteren,2
Sluis,8
Drimmelen,1
Wijk bij Duurstede,0
IJsselstein,3
Zeist,0
Nieuwegein,3
Aalsmeer,0
Alkmaar,9
Blaricum,3
Amstelveen,0
Amsterdam,3
Beemster,3
Bergen (NH.),9
Beverwijk,0
Bladel,1
Gulpen-Wittem,1
Tynaarlo,0
Eijsden-Margraten,2
Stichtse Vecht,0
Midden-Drenthe,4
Overbetuwe,5
Hof van Twente,0
Neder-Betuwe,6
Geldrop-Mierlo,10
Olst-Wijhe,0
Dinkelland,0
Bloemendaal,3
Goeree-Overflakkee,11
Castricum,0
Edam-Volendam,3
Enkhuizen,0
Haarlem,3
Haarlemmermeer,6
Heemskerk,0
Heerhugowaard,9
Hoorn,0
Heiloo,9
Den Helder,9
Hilversum,3
Papendrecht,6
Huizen,3
Landsmeer,3
Langedijk,9
Laren,3
Purmerend,3
Medemblik,0
Oostzaan,3
Opmeer,0
Ouder-Amstel,0
Schagen,9
Texel,9
Uitgeest,0
Uithoorn,0
Velsen,3
Krimpenerwaard,6
De Fryske Marren,4
Midden-Groningen,0
Weesp,3
Zandvoort,3
Barendrecht,11
Zaanstad,3
Alblasserdam,6
Nissewaard,11
Montferland,0
Drechterland,0
Alphen aan den Rijn,6
Brielle,11
Capelle aan den IJssel,11
Delft,11
Dordrecht,6
Gorinchem,0
Gouda,6
's-Gravenhage,6
Hardinxveld-Giessendam,0
Hillegom,6
Hellevoetsluis,11
Hendrik-Ido-Ambacht,11
Stede Broec,0
Katwijk,3
Krimpen aan den IJssel,11
Leerdam,0
Leiden,3
Leiderdorp,3
Lisse,6
Maassluis,6
Nieuwkoop,6
Noordwijk,3
Noordwijkerhout,3
Oegstgeest,3
Oud-Beijerland,6
Binnenmaas,6
Korendijk,6
Oudewater,3
Rijswijk,6
Ridderkerk,11
Rotterdam,11
Schiedam,11
Sliedrecht,6
Albrandswaard,11
Westvoorne,11
Strijen,6
Zwijndrecht,11
Vianen,3
Vlaardingen,11
Voorschoten,3
Waddinxveen,6
Wassenaar,6
Woerden,3
Zoetermeer,6
Zoeterwoude,3
Borsele,8
Goes,8
Kapelle,8
West Maas en Waal,6
Hulst,8
Reimerswaal,8
Tholen,1
Middelburg,8
Giessenlanden,0
Zederik,0
Terneuzen,8
Pekela,4
Reusel-De Mierden,1
Roerdalen,2
Roosendaal,1
Veere,8
Vlissingen,8
Maasgouw,2
Eemsmond,0
Gemert-Bakel,10
Halderberge,1
Lingewaal,0
De Ronde Venen,0
Tytsjerksteradiel,3
Aalburg,7
Asten,10
Baarle-Nassau,1
Bergen op Zoom,1
Best,10
Boekel,7
Boxmeer,2
Boxtel,7
Breda,1
Deurne,10
Dongen,1
Eersel,1
Eindhoven,10
Etten-Leur,1
Schouwen-Duiveland,8
Aa en Hunze,4
Geertruidenberg,1
Gilze en Rijen,1
Goirle,1
Grave,5
Haaren,7
Helmond,10
's-Hertogenbosch,7
Heusden,7
Hilvarenbeek,1
Loon op Zand,7
Sint-Michielsgestel,7
Mill en Sint Hubert,2
"Nuenen, Gerwen en Nederwetten",10
Oirschot,1
Oisterwijk,1
Oosterhout,1
Oss,7
Rucphen,1
Someren,10
Son en Breugel,10
Nederweert,2
Borger-Odoorn,4
Steenbergen,1
Waterland,3
Tilburg,1
Uden,7
Valkenswaard,10
Cuijk,2
Veldhoven,10
Vught,7
Landerd,7
De Wolden,4
Lansingerland,11
Leudal,2
Noord-Beveland,8
Wijdemeren,3
Noordenveld,0
Twenterand,4
Westerveld,4
Waalre,10
Sint Anthonis,2
Waalwijk,7
Werkendam,0
Woensdrecht,1
Woudrichem,0
Zundert,1
Onderbanken,1
Wormerland,3
Brunssum,1
Landgraaf,1
Beek,1
Mook en Middelaar,2
Beesel,2
Bergen (L.),2
Gennep,2
Heerlen,1
Kerkrade,1
Maastricht,2
Meerssen,2
Nuth,1
Roermond,2
Schinnen,1
Simpelveld,1
Venray,2
Teylingen,3
Heeze-Leende,10
Laarbeek,10
De Marne,0
Lingewaard,5
Bernheze,7
Ferwerderadiel,3
Alphen-Chaam,1
Bergeijk,1
Rijssen-Holten,4
Westland,6
Midden-Delfland,11
Berkelland,0
Bronckhorst,0
Sittard-Geleen,1
Kaag en Braassem,6
Dantumadiel,3
Zuidplas,6
Peel en Maas,2
Oldambt,4
Zwartewaterland,3
Súdwest-Fryslân,3
Bodegraven-Reeuwijk,6
Hollands Kroon,9
Leidschendam-Voorburg,6
Pijnacker-Nootdorp,11
Molenwaard,6
Gooise Meren,3
Berg en Dal,5
Meierijstad,7
Waadhoeke,3
Westerwolde,4
