name,susceptible,exposed,infected_tested,infected_nottested,removed_tested,removed_nottested
Hof van Twente,35014.98524949764,0.010422864681071946,0.00023446733228230972,0.003282542651952336,5.404184627257984e-05,0.0007565858478161176
Neder-Betuwe,23303.40997542911,0.8552901847396415,0.032881025982409474,0.4603343637537327,0.01610126642729389,0.22541772998211446
Geldrop-Mierlo,39065.29288460931,2.4998677434947507,0.09825086533901206,1.375512114746169,0.04889897780670356,0.6845856892938498
Olst-Wijhe,17954.98273733713,0.012118714904334252,0.0002780510521682122,0.003892714730354972,6.487881221119804e-05,0.0009083033709567727
Dinkelland,26234.995677537696,0.0030963984272566474,6.676723903267413e-05,0.0009347413464574376,1.4970352531648276e-05,0.00020958493544307588
Bloemendaal,22814.9773968183,0.01603294475919238,0.00035646727956309334,0.004990541913883306,8.154851662481362e-05,0.0011416792327473906
Goeree-Overflakkee,48649.93545039557,0.04518247735063119,0.0010458113387830429,0.014641358742962601,0.0002453304671182404,0.003434626539655365
Castricum,35209.98315793377,0.011925742090677996,0.00026655866640121033,0.003731821329616945,6.119627610847918e-05,0.0008567478655187086
Edam-Volendam,35799.9750072598,0.01755579216031956,0.000402078383921665,0.005629097374903309,9.371815160656732e-05,0.0013120541224919424
Enkhuizen,18474.996802335907,0.002270925212733213,5.030014952220185e-05,0.0007042020933108258,1.1482442748433017e-05,0.00016075419847806226
Haarlem,159204.7418695604,0.18067403188671732,0.004182503773490686,0.05855505282886961,0.000981256739245863,0.013737594349442083
Haarlemmermeer,145985.96926056172,2.088001801964521,0.08554903332005002,1.1976864664807003,0.043966809103776816,0.6155353274528755
Heemskerk,39164.97560450612,0.017273700357188775,0.00038613856787548005,0.005405939950256722,8.864766651274224e-05,0.0012410673311783916
Heerhugowaard,54939.97742119664,0.015973209454474026,0.000358029801129451,0.005012417215812315,8.234312503218086e-05,0.0011528037504505322
Hoorn,72494.96893589899,0.021896327496056286,0.0004962560462610361,0.006947584647654504,0.00011492885438560715,0.0016090039613985002
Heiloo,22864.991747024294,0.0058682506666511884,0.00012949511352210557,0.0018129315893094778,2.9486555789271992e-05,0.00041281178104980785
Den Helder,56014.97861800754,0.015051900103290362,0.00034250120361813206,0.0047950168506538495,7.950495307817201e-05,0.0011130693430944083
Hilversum,88899.8722477156,0.08984799221472188,0.0020501799068049463,0.028702518695269248,0.0004767729058368955,0.006674820681716535
Papendrecht,32294.947675661246,0.03672378898070078,0.0008431915705477177,0.011804681987668047,0.00019684508097496858,0.00275583113364956
Huizen,41384.96781376149,0.02276148873533285,0.000510767543461307,0.007150745608458298,0.00011754910765743028,0.0016456875072040234
Landsmeer,11269.986563070597,0.009450627952532542,0.00021561464318316096,0.003018605004564253,5.013878668707086e-05,0.000701943013618992
Langedijk,27604.993433912256,0.004699280531512958,0.00010162052941165059,0.0014226874117631082,2.2833284653825674e-05,0.00031966598515355943
Laren,11084.984556478355,0.010913991028414366,0.00024541410263246953,0.0034357974368545733,5.655460525468695e-05,0.0007917644735656173
Purmerend,79919.94667184252,0.03753182275679691,0.000854601667162643,0.011964423340277,0.00019848731346354506,0.0027788223884896305
Medemblik,44014.98710755577,0.009130885536350324,0.00020396133771231567,0.0028554587279724193,4.6809241251953194e-05,0.0006553293775273447
Oostzaan,9649.986580036166,0.009476502210280128,0.00021360031888750856,0.0029904044644251198,4.9297122575401014e-05,0.0006901597160556142
Opmeer,11419.997491973229,0.001794030952768122,3.885802735857283e-05,0.0005440123830200195,8.741693792202162e-06,0.00012238371309083025
Ouder-Amstel,13419.931712353677,0.047721554214330816,0.001109933993435046,0.015539075908090644,0.000261138813968843,0.003655943395563802
Schagen,46189.97948268013,0.01447301104607989,0.0003272704098192388,0.004581785737469344,7.568351149990954e-05,0.0010595691609987337
Texel,13534.955158752871,0.031189541961503663,0.0007356153377739432,0.010298614728835205,0.00017449834014323932,0.0024429767620053507
Uitgeest,13464.990998928835,0.006386235733941978,0.00014187677059266597,0.001986274788297324,3.244559145681201e-05,0.0004542382803953682
Uithoorn,29204.966948324683,0.02330002759101244,0.0005278918734605696,0.007390486228447974,0.00012221797504024243,0.001711051650563394
Velsen,67579.93964964054,0.042594444904613664,0.0009615972107564973,0.013462360950590963,0.00022213042752016707,0.0031098259852823393
Krimpenerwaard,55204.95517709097,0.031675065045180056,0.0007123488960887048,0.009972884545241867,0.00016417403658662002,0.0022984365122126807
De Fryske Marren,51584.98941837868,0.007484145471559022,0.00016787270840441906,0.0023502179176618674,3.8625681427058616e-05,0.0005407595399788206
Midden-Groningen,61124.994543436645,0.003941969667467803,8.275918388185889e-05,0.0011586285743460246,1.821372854318709e-05,0.00025499219960461924
Weesp,18749.976655360435,0.016471259132879258,0.00037219552942868337,0.005210737412001567,8.602983277736822e-05,0.0012044176588831552
Zandvoort,16899.967229232032,0.022947282262079604,0.000530533219010652,0.007427465066149128,0.00012436582784372286,0.0017411215898121201
Barendrecht,48339.92980004424,0.04930845328585898,0.001129473848475269,0.015812633878653767,0.00026329298294244037,0.003686101761194165
Zaanstad,153659.86722024134,0.09332608857029584,0.0021335123728576707,0.029869173220007393,0.000496732300244502,0.006954252203423028
Alblasserdam,20009.98904037919,0.007819124114593571,0.00017075082839814956,0.0023905115975740936,3.8615617864509985e-05,0.0005406186501031398
Nissewaard,85384.9246947827,0.052843126033088356,0.0012139766233185986,0.01699567272646038,0.0002834961276487936,0.00396894578708311
Montferland,35319.871404318124,0.09038566086111538,0.002066294704795239,0.028928125867133343,0.00048104002882110215,0.00673456040349543
Drechterland,19384.992932489233,0.004994246642325067,0.00011232632249696644,0.00157256851495753,2.589128574284229e-05,0.000362478000399792
Alphen aan den Rijn,108904.85628900399,0.10060871215881864,0.0023276006034497546,0.032586408448296564,0.0005458849860902478,0.007642389805263469
Brielle,16834.98703999355,0.009123966610407964,0.00020755656364360837,0.002905791891010517,4.817942579953454e-05,0.0006745119611934836
Capelle aan den IJssel,66414.91207923392,0.061623739966073024,0.001420661246419104,0.019889257449867456,0.00033247382736670966,0.004654633583133935
Delft,101384.84331798073,0.10975699662299104,0.002534579508653605,0.03548411312115046,0.0005937553342101342,0.008312574678941882
Dordrecht,118684.76721248496,0.1630734435495499,0.003765542980485197,0.05271760172679276,0.0008820617844530973,0.012348864982343364
Gorinchem,35754.84907025992,0.10594664671897504,0.002431449108086768,0.03404028751321475,0.0005674237826819373,0.007943932957547122
Gouda,71749.92182396744,0.055008374708376245,0.0012533162330038046,0.017546427262053264,0.0002911942912488525,0.004076720077483935
's-Gravenhage,524822.552887207,2.2919989997521464,0.09467527464069239,1.3254538449696938,0.04899897824538405,0.6859856954353767
Hardinxveld-Giessendam,17869.976222876998,0.016876884716045447,0.00037445995303222914,0.005242439342451209,8.555593282058029e-05,0.001197783059488124
Hillegom,21314.96123838309,0.027153821857796724,0.0006269866737833279,0.008777813432966592,0.00014686632976894395,0.0020561286167652152
Hellevoetsluis,38714.97395026479,0.018334511414956442,0.0004174142603464453,0.005843799644850234,9.693399300319073e-05,0.0013570759020446704
Hendrik-Ido-Ambacht,29729.979823980062,0.014324505892565446,0.00031757404616711087,0.004446036646339552,7.2526890557911e-05,0.0010153764678107538
Stede Broec,21549.9961576298,0.0027318933004913553,6.029808005007301e-05,0.0008441731207010222,1.3733713055047585e-05,0.00019227198277066621
Katwijk,64529.95905543848,0.02885261190388707,0.0006544851899775882,0.009162792659686236,0.000151644784144418,0.002123026978021852
Krimpen aan den IJssel,29119.980281913515,0.013895478924191624,0.0003151541058359698,0.004412157481703578,7.301973146119902e-05,0.0010222762404567863
Leerdam,20899.939704161236,0.04255776518746622,0.0009606502230630361,0.013449103122882503,0.00022188801504336293,0.0031064322106070805
Leiden,123649.83827874083,0.113374556495995,0.0026120664918969044,0.03656893088655666,0.0006110470206946431,0.008554658289725004
Leiderdorp,27129.972028904765,0.0196343654524377,0.00045061199601607925,0.006308567944225109,0.00010516998976786978,0.0014723798567501767
Lisse,22714.961688891643,0.026843272737294817,0.0006194653142917157,0.008672514400084022,0.00014505706043101257,0.002030798846034176
Maassluis,32459.982668735407,0.012230417083207748,0.0002762243857300556,0.0038671414002207777,6.383211485972368e-05,0.0008936496080361315
Nieuwkoop,27899.965922925432,0.023917246374532505,0.0005491293598480415,0.007687811037872582,0.00012819251963882184,0.0017946952749435057
Noordwijk,25839.962889534956,0.026007712965198375,0.000599789313285989,0.008397050386003847,0.00014039415865115445,0.001965518221116162
