item,cluster
Appingedam,0
Bedum,0
Ten Boer,0
Delfzijl,0
Groningen,0
Grootegast,0
Stein,1
Vaals,1
Venlo,2
Haren,0
Leek,0
Loppersum,0
Marum,0
Almere,3
Voerendaal,1
Stadskanaal,0
Veendam,0
Zeewolde,4
Winsum,0
Zuidhorn,0
Dongeradeel,5
Achtkarspelen,5
Ameland,5
Valkenburg aan de Geul,1
Arnhem,6
Harlingen,5
Heerenveen,5
Kollumerland en Nieuwkruisland,5
Leeuwarden,5
Ooststellingwerf,5
Opsterland,5
Schiermonnikoog,5
Smallingerland,5
Terschelling,5
Vlieland,7
Weststellingwerf,5
Assen,0
Coevorden,0
Emmen,0
Hoogeveen,8
Meppel,8
Almelo,9
Borne,9
Dalfsen,8
Deventer,6
Cromstrijen,10
Enschede,9
Barneveld,4
Haaksbergen,9
Hardenberg,8
Hellendoorn,9
Heemstede,7
Diemen,7
Hengelo,9
Harderwijk,4
Kampen,8
Losser,9
Noordoostpolder,8
Haarlemmerliede en Spaarnwoude,7
Oldenzaal,9
Ommen,8
Raalte,8
Staphorst,8
Tubbergen,9
Urk,8
Weert,2
Wierden,9
Zwolle,8
Aalten,6
Apeldoorn,6
Beuningen,11
Brummen,6
Buren,12
Culemborg,12
Doesburg,6
Doetinchem,6
Druten,11
Lelystad,3
Horst aan de Maas,2
Oude IJsselstreek,6
Utrechtse Heuvelrug,13
Oost Gelre,6
Koggenland,14
Hattem,8
Duiven,6
Ede,4
Elburg,8
Rozendaal,6
Epe,8
Ermelo,4
Geldermalsen,12
Westervoort,6
Heerde,8
Heumen,11
Lochem,6
Zutphen,6
Maasdriel,15
Nijkerk,4
Nijmegen,11
Oldebroek,8
Putten,4
Renkum,6
Rheden,6
Bunschoten,4
Scherpenzeel,4
Tiel,12
Voorst,6
Wageningen,4
Winterswijk,6
Wijchen,11
Zaltbommel,15
Zevenaar,6
Nunspeet,8
Dronten,8
Neerijnen,12
Amersfoort,4
Baarn,4
De Bilt,13
Bunnik,13
Eemnes,3
Houten,13
Leusden,4
Lopik,13
Montfoort,13
Renswoude,4
Steenwijkerland,8
Rhenen,4
Soest,4
Utrecht,13
Veenendaal,4
Woudenberg,4
Cranendonck,2
Moerdijk,16
Echt-Susteren,1
Sluis,17
Drimmelen,16
Wijk bij Duurstede,13
IJsselstein,13
Zeist,13
Nieuwegein,13
Aalsmeer,7
Alkmaar,14
Blaricum,3
Amstelveen,7
Amsterdam,7
Beemster,7
Bergen (NH.),14
Beverwijk,14
Bladel,2
Gulpen-Wittem,1
Tynaarlo,0
Eijsden-Margraten,1
Stichtse Vecht,13
Midden-Drenthe,0
Overbetuwe,6
Hof van Twente,9
Neder-Betuwe,12
Geldrop-Mierlo,2
Olst-Wijhe,8
Dinkelland,9
Bloemendaal,7
Goeree-Overflakkee,10
Castricum,14
Edam-Volendam,7
Enkhuizen,14
Haarlem,7
Haarlemmermeer,7
Heemskerk,14
Heerhugowaard,14
Hoorn,14
Heiloo,14
Den Helder,14
Hilversum,3
Papendrecht,10
Huizen,3
Landsmeer,7
Langedijk,14
Laren,3
Purmerend,7
Medemblik,14
Oostzaan,7
Opmeer,14
Ouder-Amstel,7
Schagen,14
Texel,14
Uitgeest,14
Uithoorn,7
Velsen,7
Krimpenerwaard,10
De Fryske Marren,5
Midden-Groningen,0
Weesp,3
Zandvoort,7
Barendrecht,10
Zaanstad,7
Alblasserdam,10
Nissewaard,10
Montferland,6
Drechterland,14
Alphen aan den Rijn,18
Brielle,10
Capelle aan den IJssel,10
Delft,19
Dordrecht,10
Gorinchem,12
Gouda,18
's-Gravenhage,19
Hardinxveld-Giessendam,12
Hillegom,7
Hellevoetsluis,10
Hendrik-Ido-Ambacht,10
Stede Broec,14
Katwijk,18
Krimpen aan den IJssel,10
Leerdam,12
Leiden,18
Leiderdorp,18
Lisse,18
Maassluis,19
Nieuwkoop,18
Noordwijk,18
Noordwijkerhout,18
Oegstgeest,18
Oud-Beijerland,10
Binnenmaas,10
Korendijk,10
Oudewater,13
Rijswijk,19
Ridderkerk,10
Rotterdam,10
Schiedam,10
Sliedrecht,10
Albrandswaard,10
Westvoorne,10
Strijen,10
Zwijndrecht,10
Vianen,13
Vlaardingen,10
Voorschoten,18
Waddinxveen,18
Wassenaar,19
Woerden,13
Zoetermeer,19
Zoeterwoude,18
Borsele,17
Goes,17
Kapelle,17
West Maas en Waal,11
Hulst,17
Reimerswaal,17
Tholen,16
Middelburg,17
Giessenlanden,12
Zederik,12
Terneuzen,17
Pekela,0
Reusel-De Mierden,2
Roerdalen,2
Roosendaal,16
Veere,17
Vlissingen,17
Maasgouw,2
Eemsmond,0
Gemert-Bakel,2
Halderberge,16
Lingewaal,12
De Ronde Venen,7
Tytsjerksteradiel,5
Aalburg,15
Asten,2
Baarle-Nassau,16
Bergen op Zoom,16
Best,2
Boekel,15
Boxmeer,11
Boxtel,15
Breda,16
Deurne,2
Dongen,16
Eersel,2
Eindhoven,2
Etten-Leur,16
Schouwen-Duiveland,17
Aa en Hunze,0
Geertruidenberg,16
Gilze en Rijen,16
Goirle,16
Grave,11
Haaren,15
Helmond,2
's-Hertogenbosch,15
Heusden,15
Hilvarenbeek,16
Loon op Zand,16
Sint-Michielsgestel,15
Mill en Sint Hubert,11
"Nuenen, Gerwen en Nederwetten",2
Oirschot,2
Oisterwijk,16
Oosterhout,16
Oss,15
Rucphen,16
Someren,2
Son en Breugel,2
Nederweert,2
Borger-Odoorn,0
Steenbergen,16
Waterland,7
Tilburg,16
Uden,15
Valkenswaard,2
Cuijk,11
Veldhoven,2
Vught,15
Landerd,15
De Wolden,8
Lansingerland,19
Leudal,2
Noord-Beveland,17
Wijdemeren,3
Noordenveld,0
Twenterand,9
Westerveld,8
Waalre,2
Sint Anthonis,11
Waalwijk,16
Werkendam,12
Woensdrecht,16
Woudrichem,12
Zundert,16
Onderbanken,1
Wormerland,7
Brunssum,1
Landgraaf,1
Beek,1
Mook en Middelaar,11
Beesel,2
Bergen (L.),11
Gennep,11
Heerlen,1
Kerkrade,1
Maastricht,1
Meerssen,1
Nuth,1
Roermond,2
Schinnen,1
Simpelveld,1
Venray,2
Teylingen,18
Heeze-Leende,2
Laarbeek,2
De Marne,0
Lingewaard,6
Bernheze,15
Ferwerderadiel,5
Alphen-Chaam,16
Bergeijk,2
Rijssen-Holten,9
Westland,19
Midden-Delfland,19
Berkelland,6
Bronckhorst,6
Sittard-Geleen,1
Kaag en Braassem,18
Dantumadiel,5
Zuidplas,10
Peel en Maas,2
Oldambt,0
Zwartewaterland,8
Súdwest-Fryslân,5
Bodegraven-Reeuwijk,18
Hollands Kroon,14
Leidschendam-Voorburg,19
Pijnacker-Nootdorp,19
Molenwaard,10
Gooise Meren,3
Berg en Dal,11
Meierijstad,15
Waadhoeke,5
Westerwolde,0
