item,cluster
Appingedam,0
Bedum,0
Ten Boer,0
Delfzijl,0
Groningen,0
Grootegast,0
Stein,1
Vaals,1
Venlo,2
Haren,0
Leek,0
Loppersum,0
Marum,0
Almere,0
Voerendaal,1
Stadskanaal,0
Veendam,0
Zeewolde,0
Winsum,0
Zuidhorn,0
Dongeradeel,0
Achtkarspelen,0
Ameland,0
Valkenburg aan de Geul,1
Arnhem,0
Harlingen,0
Heerenveen,0
Kollumerland en Nieuwkruisland,0
Leeuwarden,0
Ooststellingwerf,0
Opsterland,0
Schiermonnikoog,0
Smallingerland,0
Terschelling,0
Vlieland,0
Weststellingwerf,0
Assen,0
Coevorden,0
Emmen,0
Hoogeveen,0
Meppel,0
Almelo,3
Borne,3
Dalfsen,3
Deventer,3
Cromstrijen,0
Enschede,3
Barneveld,0
Haaksbergen,3
Hardenberg,3
Hellendoorn,3
Heemstede,3
Diemen,0
Hengelo,3
Harderwijk,3
Kampen,3
Losser,3
Noordoostpolder,0
Haarlemmerliede en Spaarnwoude,3
Oldenzaal,3
Ommen,3
Raalte,3
Staphorst,3
Tubbergen,3
Urk,0
Weert,2
Wierden,3
Zwolle,3
Aalten,3
Apeldoorn,3
Beuningen,4
Brummen,3
Buren,4
Culemborg,4
Doesburg,0
Doetinchem,3
Druten,4
Lelystad,0
Horst aan de Maas,2
Oude IJsselstreek,3
Utrechtse Heuvelrug,5
Oost Gelre,3
Koggenland,0
Hattem,3
Duiven,0
Ede,0
Elburg,3
Rozendaal,0
Epe,3
Ermelo,3
Geldermalsen,4
Westervoort,0
Heerde,3
Heumen,4
Lochem,3
Zutphen,3
Maasdriel,4
Nijkerk,0
Nijmegen,4
Oldebroek,3
Putten,3
Renkum,0
Rheden,0
Bunschoten,5
Scherpenzeel,0
Tiel,4
Voorst,3
Wageningen,0
Winterswijk,3
Wijchen,4
Zaltbommel,4
Zevenaar,0
Nunspeet,3
Dronten,0
Neerijnen,4
Amersfoort,5
Baarn,5
De Bilt,5
Bunnik,5
Eemnes,5
Houten,5
Leusden,5
Lopik,5
Montfoort,5
Renswoude,5
Steenwijkerland,3
Rhenen,5
Soest,5
Utrecht,5
Veenendaal,5
Woudenberg,5
Cranendonck,6
Moerdijk,7
Echt-Susteren,2
Sluis,0
Drimmelen,7
Wijk bij Duurstede,5
IJsselstein,5
Zeist,5
Nieuwegein,5
Aalsmeer,0
Alkmaar,0
Blaricum,0
Amstelveen,0
Amsterdam,0
Beemster,0
Bergen (NH.),0
Beverwijk,3
Bladel,6
Gulpen-Wittem,1
Tynaarlo,0
Eijsden-Margraten,1
Stichtse Vecht,5
Midden-Drenthe,0
Overbetuwe,0
Hof van Twente,3
Neder-Betuwe,4
Geldrop-Mierlo,6
Olst-Wijhe,3
Dinkelland,3
Bloemendaal,3
Goeree-Overflakkee,3
Castricum,0
Edam-Volendam,0
Enkhuizen,0
Haarlem,3
Haarlemmermeer,3
Heemskerk,3
Heerhugowaard,0
Hoorn,0
Heiloo,0
Den Helder,0
Hilversum,0
Papendrecht,0
Huizen,0
Landsmeer,0
Langedijk,0
Laren,0
Purmerend,0
Medemblik,0
Oostzaan,0
Opmeer,0
Ouder-Amstel,0
Schagen,0
Texel,0
Uitgeest,3
Uithoorn,0
Velsen,3
Krimpenerwaard,8
De Fryske Marren,0
Midden-Groningen,0
Weesp,0
Zandvoort,3
Barendrecht,3
Zaanstad,0
Alblasserdam,0
Nissewaard,3
Montferland,3
Drechterland,0
Alphen aan den Rijn,8
Brielle,3
Capelle aan den IJssel,3
Delft,0
Dordrecht,0
Gorinchem,0
Gouda,8
's-Gravenhage,0
Hardinxveld-Giessendam,0
Hillegom,8
Hellevoetsluis,3
Hendrik-Ido-Ambacht,0
Stede Broec,0
Katwijk,8
Krimpen aan den IJssel,3
Leerdam,5
Leiden,8
Leiderdorp,8
Lisse,8
Maassluis,3
Nieuwkoop,8
Noordwijk,8
Noordwijkerhout,8
Oegstgeest,8
Oud-Beijerland,0
Binnenmaas,0
Korendijk,0
Oudewater,5
Rijswijk,0
Ridderkerk,3
Rotterdam,3
Schiedam,3
Sliedrecht,0
Albrandswaard,3
Westvoorne,3
Strijen,0
Zwijndrecht,0
Vianen,5
Vlaardingen,3
Voorschoten,8
Waddinxveen,8
Wassenaar,0
Woerden,5
Zoetermeer,0
Zoeterwoude,8
Borsele,0
Goes,0
Kapelle,0
West Maas en Waal,4
Hulst,0
Reimerswaal,0
Tholen,0
Middelburg,0
Giessenlanden,0
Zederik,5
Terneuzen,0
Pekela,0
Reusel-De Mierden,6
Roerdalen,2
Roosendaal,7
Veere,0
Vlissingen,0
Maasgouw,2
Eemsmond,0
Gemert-Bakel,6
Halderberge,7
Lingewaal,4
De Ronde Venen,5
Tytsjerksteradiel,0
Aalburg,7
Asten,6
Baarle-Nassau,7
Bergen op Zoom,7
Best,6
Boekel,9
Boxmeer,9
Boxtel,9
Breda,7
Deurne,6
Dongen,7
Eersel,6
Eindhoven,6
Etten-Leur,7
Schouwen-Duiveland,0
Aa en Hunze,0
Geertruidenberg,7
Gilze en Rijen,7
Goirle,7
Grave,9
Haaren,9
Helmond,6
's-Hertogenbosch,9
Heusden,9
Hilvarenbeek,7
Loon op Zand,7
Sint-Michielsgestel,9
Mill en Sint Hubert,9
"Nuenen, Gerwen en Nederwetten",6
Oirschot,6
Oisterwijk,7
Oosterhout,7
Oss,9
Rucphen,7
Someren,6
Son en Breugel,6
Nederweert,2
Borger-Odoorn,0
Steenbergen,7
Waterland,0
Tilburg,7
Uden,9
Valkenswaard,6
Cuijk,9
Veldhoven,6
Vught,9
Landerd,9
De Wolden,0
Lansingerland,3
Leudal,2
Noord-Beveland,0
Wijdemeren,0
Noordenveld,0
Twenterand,3
Westerveld,0
Waalre,6
Sint Anthonis,9
Waalwijk,7
Werkendam,7
Woensdrecht,7
Woudrichem,7
Zundert,7
Onderbanken,1
Wormerland,0
Brunssum,1
Landgraaf,1
Beek,1
Mook en Middelaar,2
Beesel,2
Bergen (L.),2
Gennep,2
Heerlen,1
Kerkrade,1
Maastricht,1
Meerssen,1
Nuth,1
Roermond,2
Schinnen,1
Simpelveld,1
Venray,2
Teylingen,8
Heeze-Leende,6
Laarbeek,6
De Marne,0
Lingewaard,0
Bernheze,9
Ferwerderadiel,0
Alphen-Chaam,7
Bergeijk,6
Rijssen-Holten,3
Westland,0
Midden-Delfland,0
Berkelland,3
Bronckhorst,3
Sittard-Geleen,1
Kaag en Braassem,8
Dantumadiel,0
Zuidplas,8
Peel en Maas,2
Oldambt,0
Zwartewaterland,3
Súdwest-Fryslân,0
Bodegraven-Reeuwijk,8
Hollands Kroon,0
Leidschendam-Voorburg,0
Pijnacker-Nootdorp,0
Molenwaard,0
Gooise Meren,0
Berg en Dal,4
Meierijstad,9
Waadhoeke,0
Westerwolde,0
