item,cluster
Appingedam,0
Bedum,0
Ten Boer,0
Delfzijl,0
Groningen,0
Grootegast,0
Stein,1
Vaals,1
Venlo,2
Haren,0
Leek,0
Loppersum,0
Marum,0
Almere,3
Voerendaal,1
Stadskanaal,0
Veendam,0
Zeewolde,3
Winsum,0
Zuidhorn,0
Dongeradeel,0
Achtkarspelen,0
Ameland,0
Valkenburg aan de Geul,1
Arnhem,0
Harlingen,0
Heerenveen,0
Kollumerland en Nieuwkruisland,0
Leeuwarden,0
Ooststellingwerf,0
Opsterland,4
Schiermonnikoog,0
Smallingerland,0
Terschelling,0
Vlieland,3
Weststellingwerf,0
Assen,0
Coevorden,5
Emmen,0
Hoogeveen,0
Meppel,0
Almelo,0
Borne,0
Dalfsen,0
Deventer,0
Cromstrijen,3
Enschede,0
Barneveld,3
Haaksbergen,0
Hardenberg,0
Hellendoorn,0
Heemstede,6
Diemen,3
Hengelo,0
Harderwijk,3
Kampen,0
Losser,0
Noordoostpolder,0
Haarlemmerliede en Spaarnwoude,3
Oldenzaal,0
Ommen,0
Raalte,0
Staphorst,0
Tubbergen,0
Urk,0
Weert,2
Wierden,0
Zwolle,0
Aalten,0
Apeldoorn,0
Beuningen,7
Brummen,0
Buren,8
Culemborg,8
Doesburg,0
Doetinchem,0
Druten,0
Lelystad,3
Horst aan de Maas,2
Oude IJsselstreek,0
Utrechtse Heuvelrug,3
Oost Gelre,0
Koggenland,3
Hattem,0
Duiven,0
Ede,3
Elburg,0
Rozendaal,0
Epe,0
Ermelo,9
Geldermalsen,8
Westervoort,0
Heerde,0
Heumen,0
Lochem,0
Zutphen,0
Maasdriel,10
Nijkerk,3
Nijmegen,0
Oldebroek,0
Putten,3
Renkum,11
Rheden,0
Bunschoten,3
Scherpenzeel,3
Tiel,8
Voorst,0
Wageningen,3
Winterswijk,0
Wijchen,0
Zaltbommel,10
Zevenaar,0
Nunspeet,0
Dronten,0
Neerijnen,8
Amersfoort,3
Baarn,3
De Bilt,12
Bunnik,13
Eemnes,3
Houten,14
Leusden,3
Lopik,13
Montfoort,13
Renswoude,3
Steenwijkerland,0
Rhenen,3
Soest,15
Utrecht,13
Veenendaal,3
Woudenberg,3
Cranendonck,16
Moerdijk,3
Echt-Susteren,2
Sluis,3
Drimmelen,17
Wijk bij Duurstede,3
IJsselstein,13
Zeist,13
Nieuwegein,13
Aalsmeer,18
Alkmaar,3
Blaricum,3
Amstelveen,3
Amsterdam,3
Beemster,3
Bergen (NH.),3
Beverwijk,19
Bladel,16
Gulpen-Wittem,1
Tynaarlo,0
Eijsden-Margraten,1
Stichtse Vecht,13
Midden-Drenthe,0
Overbetuwe,0
Hof van Twente,0
Neder-Betuwe,8
Geldrop-Mierlo,16
Olst-Wijhe,0
Dinkelland,0
Bloemendaal,6
Goeree-Overflakkee,3
Castricum,3
Edam-Volendam,3
Enkhuizen,3
Haarlem,3
Haarlemmermeer,3
Heemskerk,3
Heerhugowaard,3
Hoorn,3
Heiloo,3
Den Helder,3
Hilversum,3
Papendrecht,3
Huizen,3
Landsmeer,3
Langedijk,3
Laren,3
Purmerend,3
Medemblik,3
Oostzaan,3
Opmeer,3
Ouder-Amstel,3
Schagen,3
Texel,3
Uitgeest,3
Uithoorn,3
Velsen,3
Krimpenerwaard,20
De Fryske Marren,0
Midden-Groningen,0
Weesp,3
Zandvoort,3
Barendrecht,3
Zaanstad,3
Alblasserdam,3
Nissewaard,3
Montferland,0
Drechterland,3
Alphen aan den Rijn,3
Brielle,3
Capelle aan den IJssel,3
Delft,3
Dordrecht,3
Gorinchem,21
Gouda,20
's-Gravenhage,3
Hardinxveld-Giessendam,21
Hillegom,3
Hellevoetsluis,3
Hendrik-Ido-Ambacht,3
Stede Broec,3
Katwijk,3
Krimpen aan den IJssel,3
Leerdam,21
Leiden,3
Leiderdorp,3
Lisse,3
Maassluis,3
Nieuwkoop,3
Noordwijk,6
Noordwijkerhout,6
Oegstgeest,3
Oud-Beijerland,3
Binnenmaas,3
Korendijk,3
Oudewater,13
Rijswijk,3
Ridderkerk,3
Rotterdam,3
Schiedam,3
Sliedrecht,3
Albrandswaard,3
Westvoorne,22
Strijen,3
Zwijndrecht,3
Vianen,13
Vlaardingen,3
Voorschoten,3
Waddinxveen,20
Wassenaar,3
Woerden,13
Zoetermeer,3
Zoeterwoude,3
Borsele,3
Goes,3
Kapelle,3
West Maas en Waal,8
Hulst,3
Reimerswaal,3
Tholen,3
Middelburg,3
Giessenlanden,21
Zederik,21
Terneuzen,3
Pekela,0
Reusel-De Mierden,16
Roerdalen,2
Roosendaal,3
Veere,3
Vlissingen,3
Maasgouw,2
Eemsmond,0
Gemert-Bakel,23
Halderberge,3
Lingewaal,21
De Ronde Venen,3
Tytsjerksteradiel,0
Aalburg,10
Asten,23
Baarle-Nassau,17
Bergen op Zoom,3
Best,16
Boekel,24
Boxmeer,0
Boxtel,16
Breda,17
Deurne,23
Dongen,25
Eersel,16
Eindhoven,16
Etten-Leur,26
Schouwen-Duiveland,3
Aa en Hunze,0
Geertruidenberg,17
Gilze en Rijen,17
Goirle,27
Grave,0
Haaren,28
Helmond,23
's-Hertogenbosch,10
Heusden,10
Hilvarenbeek,16
Loon op Zand,25
Sint-Michielsgestel,29
Mill en Sint Hubert,0
"Nuenen, Gerwen en Nederwetten",16
Oirschot,16
Oisterwijk,28
Oosterhout,17
Oss,10
Rucphen,3
Someren,23
Son en Breugel,16
Nederweert,2
Borger-Odoorn,0
Steenbergen,3
Waterland,30
Tilburg,31
Uden,24
Valkenswaard,16
Cuijk,0
Veldhoven,16
Vught,10
Landerd,10
De Wolden,0
Lansingerland,32
Leudal,2
Noord-Beveland,3
Wijdemeren,3
Noordenveld,0
Twenterand,0
Westerveld,0
Waalre,16
Sint Anthonis,0
Waalwijk,25
Werkendam,21
Woensdrecht,3
Woudrichem,21
Zundert,26
Onderbanken,1
Wormerland,3
Brunssum,1
Landgraaf,1
Beek,1
Mook en Middelaar,0
Beesel,2
Bergen (L.),0
Gennep,0
Heerlen,1
Kerkrade,1
Maastricht,1
Meerssen,1
Nuth,1
Roermond,2
Schinnen,1
Simpelveld,1
Venray,2
Teylingen,3
Heeze-Leende,16
Laarbeek,23
De Marne,0
Lingewaard,0
Bernheze,10
Ferwerderadiel,0
Alphen-Chaam,17
Bergeijk,16
Rijssen-Holten,0
Westland,3
Midden-Delfland,3
Berkelland,0
Bronckhorst,0
Sittard-Geleen,33
Kaag en Braassem,3
Dantumadiel,0
Zuidplas,3
Peel en Maas,2
Oldambt,0
Zwartewaterland,0
Súdwest-Fryslân,0
Bodegraven-Reeuwijk,3
Hollands Kroon,3
Leidschendam-Voorburg,3
Pijnacker-Nootdorp,32
Molenwaard,3
Gooise Meren,3
Berg en Dal,0
Meierijstad,34
Waadhoeke,0
Westerwolde,0
