item,cluster
Appingedam,0
Bedum,0
Ten Boer,0
Delfzijl,0
Groningen,0
Grootegast,0
Stein,1
Vaals,1
Venlo,2
Haren,0
Leek,0
Loppersum,0
Marum,0
Almere,3
Voerendaal,1
Stadskanaal,4
Veendam,4
Zeewolde,5
Winsum,0
Zuidhorn,0
Dongeradeel,0
Achtkarspelen,0
Ameland,0
Valkenburg aan de Geul,1
Arnhem,6
Harlingen,0
Heerenveen,0
Kollumerland en Nieuwkruisland,0
Leeuwarden,0
Ooststellingwerf,0
Opsterland,0
Schiermonnikoog,0
Smallingerland,0
Terschelling,0
Vlieland,3
Weststellingwerf,0
Assen,0
Coevorden,4
Emmen,4
Hoogeveen,0
Meppel,0
Almelo,3
Borne,3
Dalfsen,3
Deventer,3
Cromstrijen,3
Enschede,3
Barneveld,3
Haaksbergen,3
Hardenberg,3
Hellendoorn,3
Heemstede,7
Diemen,3
Hengelo,3
Harderwijk,5
Kampen,3
Losser,3
Noordoostpolder,8
Haarlemmerliede en Spaarnwoude,7
Oldenzaal,3
Ommen,3
Raalte,3
Staphorst,0
Tubbergen,3
Urk,8
Weert,6
Wierden,3
Zwolle,3
Aalten,3
Apeldoorn,3
Beuningen,9
Brummen,3
Buren,10
Culemborg,10
Doesburg,3
Doetinchem,3
Druten,9
Lelystad,8
Horst aan de Maas,2
Oude IJsselstreek,3
Utrechtse Heuvelrug,2
Oost Gelre,3
Koggenland,3
Hattem,3
Duiven,3
Ede,3
Elburg,3
Rozendaal,6
Epe,3
Ermelo,5
Geldermalsen,10
Westervoort,3
Heerde,3
Heumen,9
Lochem,3
Zutphen,3
Maasdriel,3
Nijkerk,3
Nijmegen,9
Oldebroek,3
Putten,5
Renkum,6
Rheden,6
Bunschoten,3
Scherpenzeel,3
Tiel,10
Voorst,3
Wageningen,3
Winterswijk,3
Wijchen,9
Zaltbommel,3
Zevenaar,3
Nunspeet,5
Dronten,8
Neerijnen,10
Amersfoort,3
Baarn,11
De Bilt,12
Bunnik,13
Eemnes,3
Houten,13
Leusden,3
Lopik,3
Montfoort,3
Renswoude,3
Steenwijkerland,0
Rhenen,3
Soest,11
Utrecht,14
Veenendaal,3
Woudenberg,2
Cranendonck,6
Moerdijk,3
Echt-Susteren,15
Sluis,3
Drimmelen,16
Wijk bij Duurstede,2
IJsselstein,3
Zeist,12
Nieuwegein,3
Aalsmeer,3
Alkmaar,3
Blaricum,3
Amstelveen,3
Amsterdam,3
Beemster,0
Bergen (NH.),3
Beverwijk,17
Bladel,18
Gulpen-Wittem,1
Tynaarlo,0
Eijsden-Margraten,1
Stichtse Vecht,19
Midden-Drenthe,0
Overbetuwe,6
Hof van Twente,3
Neder-Betuwe,10
Geldrop-Mierlo,20
Olst-Wijhe,3
Dinkelland,3
Bloemendaal,7
Goeree-Overflakkee,0
Castricum,17
Edam-Volendam,0
Enkhuizen,3
Haarlem,7
Haarlemmermeer,3
Heemskerk,17
Heerhugowaard,3
Hoorn,3
Heiloo,3
Den Helder,0
Hilversum,3
Papendrecht,0
Huizen,3
Landsmeer,0
Langedijk,3
Laren,3
Purmerend,0
Medemblik,3
Oostzaan,3
Opmeer,3
Ouder-Amstel,3
Schagen,0
Texel,0
Uitgeest,17
Uithoorn,3
Velsen,7
Krimpenerwaard,0
De Fryske Marren,0
Midden-Groningen,0
Weesp,3
Zandvoort,7
Barendrecht,3
Zaanstad,3
Alblasserdam,0
Nissewaard,0
Montferland,3
Drechterland,3
Alphen aan den Rijn,19
Brielle,0
Capelle aan den IJssel,0
Delft,2
Dordrecht,0
Gorinchem,7
Gouda,0
's-Gravenhage,0
Hardinxveld-Giessendam,7
Hillegom,3
Hellevoetsluis,0
Hendrik-Ido-Ambacht,0
Stede Broec,3
Katwijk,3
Krimpen aan den IJssel,0
Leerdam,7
Leiden,0
Leiderdorp,0
Lisse,3
Maassluis,0
Nieuwkoop,19
Noordwijk,3
Noordwijkerhout,3
Oegstgeest,3
Oud-Beijerland,3
Binnenmaas,3
Korendijk,3
Oudewater,3
Rijswijk,0
Ridderkerk,0
Rotterdam,0
Schiedam,0
Sliedrecht,0
Albrandswaard,3
Westvoorne,0
Strijen,3
Zwijndrecht,0
Vianen,3
Vlaardingen,0
Voorschoten,0
Waddinxveen,0
Wassenaar,21
Woerden,3
Zoetermeer,0
Zoeterwoude,0
Borsele,3
Goes,3
Kapelle,3
West Maas en Waal,10
Hulst,3
Reimerswaal,3
Tholen,3
Middelburg,3
Giessenlanden,7
Zederik,7
Terneuzen,3
Pekela,4
Reusel-De Mierden,18
Roerdalen,15
Roosendaal,3
Veere,3
Vlissingen,3
Maasgouw,15
Eemsmond,0
Gemert-Bakel,22
Halderberge,3
Lingewaal,7
De Ronde Venen,19
Tytsjerksteradiel,0
Aalburg,3
Asten,22
Baarle-Nassau,23
Bergen op Zoom,3
Best,0
Boekel,24
Boxmeer,25
Boxtel,26
Breda,16
Deurne,22
Dongen,23
Eersel,18
Eindhoven,20
Etten-Leur,3
Schouwen-Duiveland,3
Aa en Hunze,0
Geertruidenberg,16
Gilze en Rijen,23
Goirle,23
Grave,9
Haaren,26
Helmond,22
's-Hertogenbosch,26
Heusden,27
Hilvarenbeek,23
Loon op Zand,27
Sint-Michielsgestel,26
Mill en Sint Hubert,25
"Nuenen, Gerwen en Nederwetten",20
Oirschot,0
Oisterwijk,23
Oosterhout,16
Oss,24
Rucphen,3
Someren,22
Son en Breugel,20
Nederweert,6
Borger-Odoorn,4
Steenbergen,3
Waterland,0
Tilburg,23
Uden,24
Valkenswaard,18
Cuijk,25
Veldhoven,20
Vught,26
Landerd,24
De Wolden,0
Lansingerland,28
Leudal,15
Noord-Beveland,3
Wijdemeren,3
Noordenveld,0
Twenterand,3
Westerveld,0
Waalre,20
Sint Anthonis,25
Waalwijk,27
Werkendam,7
Woensdrecht,3
Woudrichem,7
Zundert,3
Onderbanken,1
Wormerland,3
Brunssum,1
Landgraaf,1
Beek,1
Mook en Middelaar,25
Beesel,2
Bergen (L.),25
Gennep,25
Heerlen,1
Kerkrade,1
Maastricht,1
Meerssen,1
Nuth,1
Roermond,15
Schinnen,1
Simpelveld,1
Venray,2
Teylingen,3
Heeze-Leende,6
Laarbeek,22
De Marne,0
Lingewaard,6
Bernheze,24
Ferwerderadiel,0
Alphen-Chaam,23
Bergeijk,18
Rijssen-Holten,3
Westland,0
Midden-Delfland,0
Berkelland,3
Bronckhorst,3
Sittard-Geleen,1
Kaag en Braassem,19
Dantumadiel,0
Zuidplas,0
Peel en Maas,2
Oldambt,4
Zwartewaterland,3
Súdwest-Fryslân,0
Bodegraven-Reeuwijk,3
Hollands Kroon,0
Leidschendam-Voorburg,0
Pijnacker-Nootdorp,2
Molenwaard,0
Gooise Meren,3
Berg en Dal,9
Meierijstad,24
Waadhoeke,0
Westerwolde,4
