item,cluster
Appingedam,0
Bedum,0
Ten Boer,0
Delfzijl,0
Groningen,0
Grootegast,0
Stein,1
Vaals,1
Venlo,2
Haren,0
Leek,0
Loppersum,0
Marum,0
Almere,3
Voerendaal,1
Stadskanaal,0
Veendam,0
Zeewolde,3
Winsum,0
Zuidhorn,0
Dongeradeel,0
Achtkarspelen,0
Ameland,0
Valkenburg aan de Geul,1
Arnhem,4
Harlingen,0
Heerenveen,0
Kollumerland en Nieuwkruisland,0
Leeuwarden,0
Ooststellingwerf,0
Opsterland,0
Schiermonnikoog,0
Smallingerland,0
Terschelling,0
Vlieland,0
Weststellingwerf,0
Assen,0
Coevorden,0
Emmen,0
Hoogeveen,0
Meppel,0
Almelo,4
Borne,4
Dalfsen,4
Deventer,4
Cromstrijen,4
Enschede,4
Barneveld,4
Haaksbergen,4
Hardenberg,4
Hellendoorn,4
Heemstede,3
Diemen,3
Hengelo,4
Harderwijk,4
Kampen,4
Losser,4
Noordoostpolder,3
Haarlemmerliede en Spaarnwoude,3
Oldenzaal,4
Ommen,4
Raalte,4
Staphorst,4
Tubbergen,4
Urk,3
Weert,2
Wierden,4
Zwolle,4
Aalten,4
Apeldoorn,4
Beuningen,5
Brummen,4
Buren,5
Culemborg,5
Doesburg,4
Doetinchem,4
Druten,5
Lelystad,3
Horst aan de Maas,2
Oude IJsselstreek,4
Utrechtse Heuvelrug,6
Oost Gelre,4
Koggenland,0
Hattem,4
Duiven,4
Ede,4
Elburg,4
Rozendaal,4
Epe,4
Ermelo,4
Geldermalsen,5
Westervoort,4
Heerde,4
Heumen,5
Lochem,4
Zutphen,4
Maasdriel,5
Nijkerk,4
Nijmegen,5
Oldebroek,4
Putten,4
Renkum,4
Rheden,4
Bunschoten,6
Scherpenzeel,4
Tiel,5
Voorst,4
Wageningen,4
Winterswijk,4
Wijchen,5
Zaltbommel,5
Zevenaar,4
Nunspeet,4
Dronten,3
Neerijnen,5
Amersfoort,6
Baarn,6
De Bilt,6
Bunnik,6
Eemnes,6
Houten,6
Leusden,6
Lopik,6
Montfoort,6
Renswoude,6
Steenwijkerland,4
Rhenen,6
Soest,6
Utrecht,6
Veenendaal,6
Woudenberg,6
Cranendonck,7
Moerdijk,8
Echt-Susteren,2
Sluis,4
Drimmelen,8
Wijk bij Duurstede,6
IJsselstein,6
Zeist,6
Nieuwegein,6
Aalsmeer,3
Alkmaar,0
Blaricum,3
Amstelveen,3
Amsterdam,3
Beemster,3
Bergen (NH.),0
Beverwijk,3
Bladel,7
Gulpen-Wittem,1
Tynaarlo,0
Eijsden-Margraten,1
Stichtse Vecht,6
Midden-Drenthe,0
Overbetuwe,4
Hof van Twente,4
Neder-Betuwe,5
Geldrop-Mierlo,7
Olst-Wijhe,4
Dinkelland,4
Bloemendaal,3
Goeree-Overflakkee,3
Castricum,0
Edam-Volendam,3
Enkhuizen,0
Haarlem,3
Haarlemmermeer,3
Heemskerk,3
Heerhugowaard,0
Hoorn,0
Heiloo,0
Den Helder,0
Hilversum,3
Papendrecht,4
Huizen,3
Landsmeer,3
Langedijk,0
Laren,3
Purmerend,3
Medemblik,0
Oostzaan,3
Opmeer,0
Ouder-Amstel,3
Schagen,0
Texel,0
Uitgeest,3
Uithoorn,3
Velsen,3
Krimpenerwaard,9
De Fryske Marren,0
Midden-Groningen,0
Weesp,3
Zandvoort,3
Barendrecht,3
Zaanstad,3
Alblasserdam,4
Nissewaard,3
Montferland,4
Drechterland,0
Alphen aan den Rijn,9
Brielle,3
Capelle aan den IJssel,3
Delft,4
Dordrecht,4
Gorinchem,4
Gouda,9
's-Gravenhage,4
Hardinxveld-Giessendam,4
Hillegom,9
Hellevoetsluis,3
Hendrik-Ido-Ambacht,4
Stede Broec,0
Katwijk,9
Krimpen aan den IJssel,3
Leerdam,6
Leiden,9
Leiderdorp,9
Lisse,9
Maassluis,3
Nieuwkoop,9
Noordwijk,9
Noordwijkerhout,9
Oegstgeest,9
Oud-Beijerland,4
Binnenmaas,4
Korendijk,4
Oudewater,6
Rijswijk,4
Ridderkerk,3
Rotterdam,3
Schiedam,3
Sliedrecht,4
Albrandswaard,3
Westvoorne,3
Strijen,4
Zwijndrecht,4
Vianen,6
Vlaardingen,3
Voorschoten,9
Waddinxveen,9
Wassenaar,4
Woerden,6
Zoetermeer,4
Zoeterwoude,9
Borsele,4
Goes,4
Kapelle,4
West Maas en Waal,5
Hulst,4
Reimerswaal,4
Tholen,4
Middelburg,4
Giessenlanden,4
Zederik,6
Terneuzen,4
Pekela,0
Reusel-De Mierden,7
Roerdalen,2
Roosendaal,8
Veere,4
Vlissingen,4
Maasgouw,2
Eemsmond,0
Gemert-Bakel,7
Halderberge,8
Lingewaal,5
De Ronde Venen,6
Tytsjerksteradiel,0
Aalburg,8
Asten,7
Baarle-Nassau,8
Bergen op Zoom,8
Best,7
Boekel,10
Boxmeer,10
Boxtel,10
Breda,8
Deurne,7
Dongen,8
Eersel,7
Eindhoven,7
Etten-Leur,8
Schouwen-Duiveland,4
Aa en Hunze,0
Geertruidenberg,8
Gilze en Rijen,8
Goirle,8
Grave,10
Haaren,10
Helmond,7
's-Hertogenbosch,10
Heusden,10
Hilvarenbeek,8
Loon op Zand,8
Sint-Michielsgestel,10
Mill en Sint Hubert,10
"Nuenen, Gerwen en Nederwetten",7
Oirschot,7
Oisterwijk,8
Oosterhout,8
Oss,10
Rucphen,8
Someren,7
Son en Breugel,7
Nederweert,2
Borger-Odoorn,0
Steenbergen,8
Waterland,3
Tilburg,8
Uden,10
Valkenswaard,7
Cuijk,10
Veldhoven,7
Vught,10
Landerd,10
De Wolden,0
Lansingerland,3
Leudal,2
Noord-Beveland,4
Wijdemeren,3
Noordenveld,0
Twenterand,4
Westerveld,0
Waalre,7
Sint Anthonis,10
Waalwijk,8
Werkendam,8
Woensdrecht,8
Woudrichem,8
Zundert,8
Onderbanken,1
Wormerland,3
Brunssum,1
Landgraaf,1
Beek,1
Mook en Middelaar,2
Beesel,2
Bergen (L.),2
Gennep,2
Heerlen,1
Kerkrade,1
Maastricht,1
Meerssen,1
Nuth,1
Roermond,2
Schinnen,1
Simpelveld,1
Venray,2
Teylingen,9
Heeze-Leende,7
Laarbeek,7
De Marne,0
Lingewaard,4
Bernheze,10
Ferwerderadiel,0
Alphen-Chaam,8
Bergeijk,7
Rijssen-Holten,4
Westland,4
Midden-Delfland,4
Berkelland,4
Bronckhorst,4
Sittard-Geleen,1
Kaag en Braassem,9
Dantumadiel,0
Zuidplas,9
Peel en Maas,2
Oldambt,0
Zwartewaterland,4
Súdwest-Fryslân,0
Bodegraven-Reeuwijk,9
Hollands Kroon,0
Leidschendam-Voorburg,4
Pijnacker-Nootdorp,4
Molenwaard,4
Gooise Meren,3
Berg en Dal,5
Meierijstad,10
Waadhoeke,0
Westerwolde,0
