item,cluster
Appingedam,0
Bedum,0
Ten Boer,0
Delfzijl,0
Groningen,0
Grootegast,0
Stein,1
Vaals,1
Venlo,2
Haren,0
Leek,0
Loppersum,0
Marum,0
Almere,2
Voerendaal,1
Stadskanaal,0
Veendam,0
Zeewolde,2
Winsum,0
Zuidhorn,0
Dongeradeel,0
Achtkarspelen,0
Ameland,0
Valkenburg aan de Geul,1
Arnhem,0
Harlingen,0
Heerenveen,0
Kollumerland en Nieuwkruisland,0
Leeuwarden,0
Ooststellingwerf,0
Opsterland,0
Schiermonnikoog,0
Smallingerland,0
Terschelling,0
Vlieland,0
Weststellingwerf,0
Assen,0
Coevorden,0
Emmen,0
Hoogeveen,0
Meppel,0
Almelo,0
Borne,0
Dalfsen,0
Deventer,0
Cromstrijen,2
Enschede,0
Barneveld,0
Haaksbergen,0
Hardenberg,0
Hellendoorn,0
Heemstede,2
Diemen,2
Hengelo,0
Harderwijk,0
Kampen,0
Losser,0
Noordoostpolder,2
Haarlemmerliede en Spaarnwoude,2
Oldenzaal,0
Ommen,0
Raalte,0
Staphorst,0
Tubbergen,0
Urk,2
Weert,2
Wierden,0
Zwolle,0
Aalten,0
Apeldoorn,0
Beuningen,3
Brummen,0
Buren,3
Culemborg,3
Doesburg,0
Doetinchem,0
Druten,3
Lelystad,2
Horst aan de Maas,2
Oude IJsselstreek,0
Utrechtse Heuvelrug,0
Oost Gelre,0
Koggenland,2
Hattem,0
Duiven,0
Ede,0
Elburg,0
Rozendaal,0
Epe,0
Ermelo,0
Geldermalsen,3
Westervoort,0
Heerde,0
Heumen,3
Lochem,0
Zutphen,0
Maasdriel,3
Nijkerk,0
Nijmegen,3
Oldebroek,0
Putten,0
Renkum,0
Rheden,0
Bunschoten,0
Scherpenzeel,0
Tiel,3
Voorst,0
Wageningen,0
Winterswijk,0
Wijchen,3
Zaltbommel,3
Zevenaar,0
Nunspeet,0
Dronten,2
Neerijnen,3
Amersfoort,0
Baarn,0
De Bilt,0
Bunnik,0
Eemnes,0
Houten,0
Leusden,0
Lopik,0
Montfoort,0
Renswoude,0
Steenwijkerland,0
Rhenen,0
Soest,0
Utrecht,0
Veenendaal,0
Woudenberg,0
Cranendonck,4
Moerdijk,5
Echt-Susteren,2
Sluis,2
Drimmelen,5
Wijk bij Duurstede,0
IJsselstein,0
Zeist,0
Nieuwegein,0
Aalsmeer,2
Alkmaar,2
Blaricum,2
Amstelveen,2
Amsterdam,2
Beemster,2
Bergen (NH.),2
Beverwijk,2
Bladel,4
Gulpen-Wittem,1
Tynaarlo,0
Eijsden-Margraten,1
Stichtse Vecht,0
Midden-Drenthe,0
Overbetuwe,0
Hof van Twente,0
Neder-Betuwe,3
Geldrop-Mierlo,4
Olst-Wijhe,0
Dinkelland,0
Bloemendaal,2
Goeree-Overflakkee,2
Castricum,2
Edam-Volendam,2
Enkhuizen,2
Haarlem,2
Haarlemmermeer,2
Heemskerk,2
Heerhugowaard,2
Hoorn,2
Heiloo,2
Den Helder,2
Hilversum,2
Papendrecht,2
Huizen,2
Landsmeer,2
Langedijk,2
Laren,2
Purmerend,2
Medemblik,2
Oostzaan,2
Opmeer,2
Ouder-Amstel,2
Schagen,2
Texel,2
Uitgeest,2
Uithoorn,2
Velsen,2
Krimpenerwaard,2
De Fryske Marren,0
Midden-Groningen,0
Weesp,2
Zandvoort,2
Barendrecht,2
Zaanstad,2
Alblasserdam,2
Nissewaard,2
Montferland,0
Drechterland,2
Alphen aan den Rijn,2
Brielle,2
Capelle aan den IJssel,2
Delft,2
Dordrecht,2
Gorinchem,2
Gouda,2
's-Gravenhage,2
Hardinxveld-Giessendam,2
Hillegom,2
Hellevoetsluis,2
Hendrik-Ido-Ambacht,2
Stede Broec,2
Katwijk,2
Krimpen aan den IJssel,2
Leerdam,0
Leiden,2
Leiderdorp,2
Lisse,2
Maassluis,2
Nieuwkoop,2
Noordwijk,2
Noordwijkerhout,2
Oegstgeest,2
Oud-Beijerland,2
Binnenmaas,2
Korendijk,2
Oudewater,0
Rijswijk,2
Ridderkerk,2
Rotterdam,2
Schiedam,2
Sliedrecht,2
Albrandswaard,2
Westvoorne,2
Strijen,2
Zwijndrecht,2
Vianen,0
Vlaardingen,2
Voorschoten,2
Waddinxveen,2
Wassenaar,2
Woerden,0
Zoetermeer,2
Zoeterwoude,2
Borsele,2
Goes,2
Kapelle,2
West Maas en Waal,3
Hulst,2
Reimerswaal,2
Tholen,2
Middelburg,2
Giessenlanden,2
Zederik,0
Terneuzen,2
Pekela,0
Reusel-De Mierden,4
Roerdalen,2
Roosendaal,5
Veere,2
Vlissingen,2
Maasgouw,2
Eemsmond,0
Gemert-Bakel,4
Halderberge,5
Lingewaal,3
De Ronde Venen,0
Tytsjerksteradiel,0
Aalburg,5
Asten,4
Baarle-Nassau,5
Bergen op Zoom,5
Best,4
Boekel,6
Boxmeer,6
Boxtel,6
Breda,5
Deurne,4
Dongen,5
Eersel,4
Eindhoven,4
Etten-Leur,5
Schouwen-Duiveland,2
Aa en Hunze,0
Geertruidenberg,5
Gilze en Rijen,5
Goirle,5
Grave,6
Haaren,6
Helmond,4
's-Hertogenbosch,6
Heusden,6
Hilvarenbeek,5
Loon op Zand,5
Sint-Michielsgestel,6
Mill en Sint Hubert,6
"Nuenen, Gerwen en Nederwetten",4
Oirschot,4
Oisterwijk,5
Oosterhout,5
Oss,6
Rucphen,5
Someren,4
Son en Breugel,4
Nederweert,2
Borger-Odoorn,0
Steenbergen,5
Waterland,2
Tilburg,5
Uden,6
Valkenswaard,4
Cuijk,6
Veldhoven,4
Vught,6
Landerd,6
De Wolden,0
Lansingerland,2
Leudal,2
Noord-Beveland,2
Wijdemeren,2
Noordenveld,0
Twenterand,0
Westerveld,0
Waalre,4
Sint Anthonis,6
Waalwijk,5
Werkendam,5
Woensdrecht,5
Woudrichem,5
Zundert,5
Onderbanken,1
Wormerland,2
Brunssum,1
Landgraaf,1
Beek,1
Mook en Middelaar,2
Beesel,2
Bergen (L.),2
Gennep,2
Heerlen,1
Kerkrade,1
Maastricht,1
Meerssen,1
Nuth,1
Roermond,2
Schinnen,1
Simpelveld,1
Venray,2
Teylingen,2
Heeze-Leende,4
Laarbeek,4
De Marne,0
Lingewaard,0
Bernheze,6
Ferwerderadiel,0
Alphen-Chaam,5
Bergeijk,4
Rijssen-Holten,0
Westland,2
Midden-Delfland,2
Berkelland,0
Bronckhorst,0
Sittard-Geleen,1
Kaag en Braassem,2
Dantumadiel,0
Zuidplas,2
Peel en Maas,2
Oldambt,0
Zwartewaterland,0
Súdwest-Fryslân,0
Bodegraven-Reeuwijk,2
Hollands Kroon,2
Leidschendam-Voorburg,2
Pijnacker-Nootdorp,2
Molenwaard,2
Gooise Meren,2
Berg en Dal,3
Meierijstad,6
Waadhoeke,0
Westerwolde,0
