item,cluster
Appingedam,0
Bedum,0
Ten Boer,0
Delfzijl,0
Groningen,0
Grootegast,0
Stein,1
Vaals,1
Venlo,2
Haren,0
Leek,0
Loppersum,0
Marum,0
Almere,2
Voerendaal,1
Stadskanaal,0
Veendam,0
Zeewolde,2
Winsum,0
Zuidhorn,0
Dongeradeel,0
Achtkarspelen,0
Ameland,0
Valkenburg aan de Geul,1
Arnhem,2
Harlingen,0
Heerenveen,0
Kollumerland en Nieuwkruisland,0
Leeuwarden,0
Ooststellingwerf,0
Opsterland,0
Schiermonnikoog,0
Smallingerland,0
Terschelling,0
Vlieland,0
Weststellingwerf,0
Assen,0
Coevorden,0
Emmen,0
Hoogeveen,0
Meppel,0
Almelo,2
Borne,2
Dalfsen,3
Deventer,3
Cromstrijen,3
Enschede,2
Barneveld,2
Haaksbergen,2
Hardenberg,3
Hellendoorn,2
Heemstede,2
Diemen,2
Hengelo,2
Harderwijk,4
Kampen,3
Losser,2
Noordoostpolder,2
Haarlemmerliede en Spaarnwoude,2
Oldenzaal,2
Ommen,3
Raalte,3
Staphorst,3
Tubbergen,2
Urk,2
Weert,2
Wierden,2
Zwolle,3
Aalten,4
Apeldoorn,4
Beuningen,5
Brummen,4
Buren,5
Culemborg,5
Doesburg,2
Doetinchem,4
Druten,5
Lelystad,2
Horst aan de Maas,2
Oude IJsselstreek,4
Utrechtse Heuvelrug,2
Oost Gelre,4
Koggenland,2
Hattem,4
Duiven,2
Ede,2
Elburg,4
Rozendaal,2
Epe,4
Ermelo,4
Geldermalsen,5
Westervoort,2
Heerde,4
Heumen,5
Lochem,4
Zutphen,4
Maasdriel,5
Nijkerk,2
Nijmegen,5
Oldebroek,4
Putten,4
Renkum,2
Rheden,2
Bunschoten,2
Scherpenzeel,2
Tiel,5
Voorst,4
Wageningen,2
Winterswijk,4
Wijchen,5
Zaltbommel,5
Zevenaar,2
Nunspeet,4
Dronten,2
Neerijnen,5
Amersfoort,2
Baarn,2
De Bilt,2
Bunnik,2
Eemnes,2
Houten,2
Leusden,2
Lopik,2
Montfoort,2
Renswoude,2
Steenwijkerland,3
Rhenen,2
Soest,2
Utrecht,2
Veenendaal,2
Woudenberg,2
Cranendonck,6
Moerdijk,7
Echt-Susteren,2
Sluis,8
Drimmelen,7
Wijk bij Duurstede,2
IJsselstein,2
Zeist,2
Nieuwegein,2
Aalsmeer,2
Alkmaar,2
Blaricum,3
Amstelveen,2
Amsterdam,2
Beemster,3
Bergen (NH.),2
Beverwijk,2
Bladel,6
Gulpen-Wittem,1
Tynaarlo,0
Eijsden-Margraten,1
Stichtse Vecht,2
Midden-Drenthe,0
Overbetuwe,2
Hof van Twente,2
Neder-Betuwe,5
Geldrop-Mierlo,6
Olst-Wijhe,3
Dinkelland,2
Bloemendaal,2
Goeree-Overflakkee,8
Castricum,2
Edam-Volendam,3
Enkhuizen,2
Haarlem,2
Haarlemmermeer,2
Heemskerk,2
Heerhugowaard,2
Hoorn,2
Heiloo,2
Den Helder,2
Hilversum,3
Papendrecht,3
Huizen,3
Landsmeer,3
Langedijk,2
Laren,3
Purmerend,3
Medemblik,2
Oostzaan,3
Opmeer,2
Ouder-Amstel,2
Schagen,2
Texel,2
Uitgeest,2
Uithoorn,2
Velsen,2
Krimpenerwaard,3
De Fryske Marren,0
Midden-Groningen,0
Weesp,3
Zandvoort,2
Barendrecht,8
Zaanstad,3
Alblasserdam,3
Nissewaard,8
Montferland,4
Drechterland,2
Alphen aan den Rijn,3
Brielle,8
Capelle aan den IJssel,8
Delft,0
Dordrecht,3
Gorinchem,3
Gouda,3
's-Gravenhage,0
Hardinxveld-Giessendam,3
Hillegom,3
Hellevoetsluis,8
Hendrik-Ido-Ambacht,3
Stede Broec,2
Katwijk,3
Krimpen aan den IJssel,8
Leerdam,2
Leiden,3
Leiderdorp,3
Lisse,3
Maassluis,8
Nieuwkoop,3
Noordwijk,3
Noordwijkerhout,3
Oegstgeest,3
Oud-Beijerland,3
Binnenmaas,3
Korendijk,3
Oudewater,2
Rijswijk,0
Ridderkerk,8
Rotterdam,8
Schiedam,8
Sliedrecht,3
Albrandswaard,8
Westvoorne,8
Strijen,3
Zwijndrecht,3
Vianen,2
Vlaardingen,8
Voorschoten,3
Waddinxveen,3
Wassenaar,0
Woerden,2
Zoetermeer,0
Zoeterwoude,3
Borsele,8
Goes,8
Kapelle,8
West Maas en Waal,5
Hulst,8
Reimerswaal,8
Tholen,8
Middelburg,8
Giessenlanden,3
Zederik,2
Terneuzen,8
Pekela,0
Reusel-De Mierden,6
Roerdalen,2
Roosendaal,7
Veere,8
Vlissingen,8
Maasgouw,2
Eemsmond,0
Gemert-Bakel,6
Halderberge,7
Lingewaal,5
De Ronde Venen,2
Tytsjerksteradiel,0
Aalburg,7
Asten,6
Baarle-Nassau,7
Bergen op Zoom,7
Best,6
Boekel,3
Boxmeer,3
Boxtel,3
Breda,7
Deurne,6
Dongen,7
Eersel,6
Eindhoven,6
Etten-Leur,7
Schouwen-Duiveland,8
Aa en Hunze,0
Geertruidenberg,7
Gilze en Rijen,7
Goirle,7
Grave,3
Haaren,3
Helmond,6
's-Hertogenbosch,3
Heusden,3
Hilvarenbeek,7
Loon op Zand,7
Sint-Michielsgestel,3
Mill en Sint Hubert,3
"Nuenen, Gerwen en Nederwetten",6
Oirschot,6
Oisterwijk,7
Oosterhout,7
Oss,3
Rucphen,7
Someren,6
Son en Breugel,6
Nederweert,2
Borger-Odoorn,0
Steenbergen,7
Waterland,3
Tilburg,7
Uden,3
Valkenswaard,6
Cuijk,3
Veldhoven,6
Vught,3
Landerd,3
De Wolden,0
Lansingerland,8
Leudal,2
Noord-Beveland,8
Wijdemeren,3
Noordenveld,0
Twenterand,2
Westerveld,0
Waalre,6
Sint Anthonis,3
Waalwijk,7
Werkendam,7
Woensdrecht,7
Woudrichem,7
Zundert,7
Onderbanken,1
Wormerland,3
Brunssum,1
Landgraaf,1
Beek,1
Mook en Middelaar,2
Beesel,2
Bergen (L.),2
Gennep,2
Heerlen,1
Kerkrade,1
Maastricht,1
Meerssen,1
Nuth,1
Roermond,2
Schinnen,1
Simpelveld,1
Venray,2
Teylingen,3
Heeze-Leende,6
Laarbeek,6
De Marne,0
Lingewaard,2
Bernheze,3
Ferwerderadiel,0
Alphen-Chaam,7
Bergeijk,6
Rijssen-Holten,2
Westland,0
Midden-Delfland,0
Berkelland,4
Bronckhorst,4
Sittard-Geleen,1
Kaag en Braassem,3
Dantumadiel,0
Zuidplas,3
Peel en Maas,2
Oldambt,0
Zwartewaterland,3
Súdwest-Fryslân,0
Bodegraven-Reeuwijk,3
Hollands Kroon,2
Leidschendam-Voorburg,0
Pijnacker-Nootdorp,0
Molenwaard,3
Gooise Meren,3
Berg en Dal,5
Meierijstad,3
Waadhoeke,0
Westerwolde,0
