item,cluster
Appingedam,0
Bedum,0
Ten Boer,0
Delfzijl,0
Groningen,0
Grootegast,0
Stein,1
Vaals,2
Venlo,3
Haren,0
Leek,0
Loppersum,0
Marum,0
Almere,0
Voerendaal,4
Stadskanaal,0
Veendam,0
Zeewolde,5
Winsum,0
Zuidhorn,0
Dongeradeel,0
Achtkarspelen,0
Ameland,0
Valkenburg aan de Geul,3
Arnhem,6
Harlingen,0
Heerenveen,0
Kollumerland en Nieuwkruisland,0
Leeuwarden,0
Ooststellingwerf,0
Opsterland,0
Schiermonnikoog,0
Smallingerland,0
Terschelling,0
Vlieland,0
Weststellingwerf,0
Assen,0
Coevorden,0
Emmen,0
Hoogeveen,0
Meppel,0
Almelo,0
Borne,0
Dalfsen,3
Deventer,3
Cromstrijen,2
Enschede,0
Barneveld,0
Haaksbergen,0
Hardenberg,3
Hellendoorn,1
Heemstede,0
Diemen,7
Hengelo,0
Harderwijk,5
Kampen,1
Losser,0
Noordoostpolder,3
Haarlemmerliede en Spaarnwoude,0
Oldenzaal,0
Ommen,3
Raalte,8
Staphorst,0
Tubbergen,0
Urk,3
Weert,0
Wierden,0
Zwolle,3
Aalten,0
Apeldoorn,3
Beuningen,6
Brummen,6
Buren,1
Culemborg,1
Doesburg,6
Doetinchem,0
Druten,9
Lelystad,0
Horst aan de Maas,3
Oude IJsselstreek,0
Utrechtse Heuvelrug,0
Oost Gelre,0
Koggenland,0
Hattem,3
Duiven,6
Ede,0
Elburg,10
Rozendaal,6
Epe,11
Ermelo,5
Geldermalsen,1
Westervoort,6
Heerde,11
Heumen,6
Lochem,6
Zutphen,6
Maasdriel,6
Nijkerk,0
Nijmegen,6
Oldebroek,1
Putten,5
Renkum,6
Rheden,6
Bunschoten,0
Scherpenzeel,0
Tiel,1
Voorst,3
Wageningen,0
Winterswijk,0
Wijchen,1
Zaltbommel,6
Zevenaar,6
Nunspeet,10
Dronten,3
Neerijnen,1
Amersfoort,0
Baarn,0
De Bilt,0
Bunnik,0
Eemnes,1
Houten,0
Leusden,0
Lopik,1
Montfoort,0
Renswoude,0
Steenwijkerland,0
Rhenen,1
Soest,0
Utrecht,0
Veenendaal,1
Woudenberg,0
Cranendonck,0
Moerdijk,0
Echt-Susteren,6
Sluis,0
Drimmelen,0
Wijk bij Duurstede,0
IJsselstein,1
Zeist,0
Nieuwegein,0
Aalsmeer,1
Alkmaar,0
Blaricum,1
Amstelveen,1
Amsterdam,0
Beemster,1
Bergen (NH.),0
Beverwijk,0
Bladel,6
Gulpen-Wittem,2
Tynaarlo,0
Eijsden-Margraten,12
Stichtse Vecht,0
Midden-Drenthe,0
Overbetuwe,6
Hof van Twente,0
Neder-Betuwe,9
Geldrop-Mierlo,0
Olst-Wijhe,3
Dinkelland,0
Bloemendaal,0
Goeree-Overflakkee,3
Castricum,0
Edam-Volendam,1
Enkhuizen,0
Haarlem,0
Haarlemmermeer,0
Heemskerk,0
Heerhugowaard,0
Hoorn,0
Heiloo,0
Den Helder,0
Hilversum,1
Papendrecht,0
Huizen,1
Landsmeer,1
Langedijk,0
Laren,1
Purmerend,1
Medemblik,0
Oostzaan,1
Opmeer,0
Ouder-Amstel,0
Schagen,0
Texel,0
Uitgeest,0
Uithoorn,1
Velsen,0
Krimpenerwaard,0
De Fryske Marren,0
Midden-Groningen,0
Weesp,3
Zandvoort,0
Barendrecht,3
Zaanstad,1
Alblasserdam,0
Nissewaard,3
Montferland,0
Drechterland,0
Alphen aan den Rijn,0
Brielle,3
Capelle aan den IJssel,12
Delft,0
Dordrecht,0
Gorinchem,3
Gouda,0
's-Gravenhage,1
Hardinxveld-Giessendam,3
Hillegom,0
Hellevoetsluis,3
Hendrik-Ido-Ambacht,3
Stede Broec,0
Katwijk,1
Krimpen aan den IJssel,12
Leerdam,3
Leiden,0
Leiderdorp,0
Lisse,0
Maassluis,1
Nieuwkoop,0
Noordwijk,0
Noordwijkerhout,0
Oegstgeest,0
Oud-Beijerland,2
Binnenmaas,2
Korendijk,2
Oudewater,0
Rijswijk,0
Ridderkerk,3
Rotterdam,3
Schiedam,1
Sliedrecht,0
Albrandswaard,0
Westvoorne,3
Strijen,2
Zwijndrecht,3
Vianen,1
Vlaardingen,12
Voorschoten,0
Waddinxveen,0
Wassenaar,0
Woerden,0
Zoetermeer,0
Zoeterwoude,0
Borsele,0
Goes,0
Kapelle,0
West Maas en Waal,9
Hulst,0
Reimerswaal,0
Tholen,6
Middelburg,0
Giessenlanden,3
Zederik,3
Terneuzen,0
Pekela,0
Reusel-De Mierden,6
Roerdalen,6
Roosendaal,0
Veere,0
Vlissingen,0
Maasgouw,6
Eemsmond,0
Gemert-Bakel,6
Halderberge,0
Lingewaal,3
De Ronde Venen,1
Tytsjerksteradiel,0
Aalburg,6
Asten,3
Baarle-Nassau,3
Bergen op Zoom,6
Best,0
Boekel,6
Boxmeer,3
Boxtel,0
Breda,0
Deurne,3
Dongen,3
Eersel,6
Eindhoven,0
Etten-Leur,0
Schouwen-Duiveland,0
Aa en Hunze,0
Geertruidenberg,0
Gilze en Rijen,3
Goirle,0
Grave,1
Haaren,0
Helmond,6
's-Hertogenbosch,6
Heusden,3
Hilvarenbeek,0
Loon op Zand,3
Sint-Michielsgestel,6
Mill en Sint Hubert,3
"Nuenen, Gerwen en Nederwetten",0
Oirschot,6
Oisterwijk,0
Oosterhout,0
Oss,1
Rucphen,0
Someren,3
Son en Breugel,0
Nederweert,0
Borger-Odoorn,0
Steenbergen,6
Waterland,1
Tilburg,0
Uden,6
Valkenswaard,6
Cuijk,3
Veldhoven,0
Vught,6
Landerd,1
De Wolden,0
Lansingerland,0
Leudal,6
Noord-Beveland,0
Wijdemeren,1
Noordenveld,0
Twenterand,0
Westerveld,0
Waalre,0
Sint Anthonis,3
Waalwijk,3
Werkendam,3
Woensdrecht,6
Woudrichem,3
Zundert,3
Onderbanken,4
Wormerland,1
Brunssum,4
Landgraaf,4
Beek,1
Mook en Middelaar,3
Beesel,3
Bergen (L.),3
Gennep,3
Heerlen,4
Kerkrade,4
Maastricht,12
Meerssen,3
Nuth,4
Roermond,6
Schinnen,1
Simpelveld,2
Venray,3
Teylingen,0
Heeze-Leende,0
Laarbeek,6
De Marne,0
Lingewaard,6
Bernheze,1
Ferwerderadiel,0
Alphen-Chaam,3
Bergeijk,6
Rijssen-Holten,1
Westland,1
Midden-Delfland,0
Berkelland,0
Bronckhorst,0
Sittard-Geleen,1
Kaag en Braassem,0
Dantumadiel,0
Zuidplas,1
Peel en Maas,3
Oldambt,0
Zwartewaterland,0
Súdwest-Fryslân,0
Bodegraven-Reeuwijk,0
Hollands Kroon,0
Leidschendam-Voorburg,1
Pijnacker-Nootdorp,0
Molenwaard,0
Gooise Meren,1
Berg en Dal,6
Meierijstad,6
Waadhoeke,0
Westerwolde,0
